wallclocktime,err
528.8393037319183,0.06788847296302991
564.5349605083466,0.06788847296302991
600.7898690700531,0.06788847296302991
637.0938708782196,0.06788847296302991
682.3462569713593,0.06788847296302991
720.5493621826172,0.06788847296302991
767.9584259986877,0.06788847296302991
820.0970704555511,0.06788661492229675
869.9755508899689,0.06788661492229675
917.6601157188416,0.06788661492229675
959.492728471756,0.06788661492229675
1005.5056211948395,0.0628816725339465
1045.1152455806732,0.0628816725339465
1081.1128101348877,0.0628816725339465
1116.7376070022583,0.0628816725339465
1152.1204314231873,0.0628816725339465
1197.6922554969788,0.0628816725339465
1236.5322420597076,0.0628816725339465
1286.8580005168915,0.0628816725339465
1339.4186708927155,0.0628816725339465
1384.4150123596191,0.0628816725339465
1427.622715473175,0.0628816725339465
1469.7358236312866,0.0628816725339465
1508.6573650836945,0.0628816725339465
1550.184148311615,0.0628816725339465
1591.713184595108,0.0628816725339465
1635.718590259552,0.0628816725339465
1680.665857076645,0.0628816725339465
1721.4275131225586,0.0628816725339465
1782.9330973625183,0.0628816725339465
1845.7459795475006,0.0628816725339465
1901.9136366844177,0.0628816725339465
1940.2834639549255,0.0628816725339465
1979.7410118579865,0.0628816725339465
2028.3120484352112,0.0628816725339465
2083.5262248516083,0.0628816725339465
2139.303512573242,0.05842980693718092
2178.2022817134857,0.05842980693718092
2213.2564067840576,0.05842980693718092
2247.937153339386,0.05842980693718092
2288.0384464263916,0.05842980693718092
2351.1383759975433,0.05842980693718092
2397.944487810135,0.05842980693718092
2452.527914047241,0.05842980693718092
2520.5322637557983,0.05842980693718092
2573.0562551021576,0.05842980693718092
2611.6965436935425,0.05842980693718092
2645.238552093506,0.05842980693718092
2689.446316719055,0.05842980693718092
2740.626715660095,0.05842980693718092
2784.8839514255524,0.05842980693718092
2821.8151557445526,0.05842980693718092
2881.4259293079376,0.05842980693718092
2923.2378578186035,0.05842980693718092
2976.895897626877,0.05842980693718092
3020.6519646644592,0.05842980693718092
3085.2499985694885,0.05842980693718092
3132.766663789749,0.05842980693718092
3190.9985897541046,0.05842980693718092
3228.3731973171234,0.05842980693718092
3265.429501771927,0.05842980693718092
3324.5736770629883,0.05842980693718092
3373.9223947525024,0.05842980693718092
3420.6500401496887,0.05842980693718092
3466.0211293697357,0.05842980693718092
3501.348876476288,0.05842980693718092
3538.81915640831,0.05842980693718092
3576.7078762054443,0.05842980693718092
3614.7344653606415,0.05842980693718092
3656.405898332596,0.05842980693718092
3696.756515979767,0.05842980693718092
3735.149313688278,0.05842980693718092
3782.8335275650024,0.05842980693718092
3822.2061800956726,0.05842980693718092
3871.052437543869,0.05842980693718092
3907.2922348976135,0.05842980693718092
3945.3160564899445,0.05842980693718092
3985.8405718803406,0.05842980693718092
4035.460704088211,0.05842980693718092
4077.319348335266,0.05842980693718092
4115.565701723099,0.05842980693718092
4153.722700357437,0.05842980693718092
4188.710552692413,0.05842980693718092
4228.433179140091,0.05842980693718092
4264.9834043979645,0.05842980693718092
4304.470057249069,0.05842980693718092
4347.452152490616,0.05842980693718092
4394.257313966751,0.05842980693718092
4431.520789861679,0.05842980693718092
4471.706738710403,0.05842980693718092
4512.414580821991,0.05842980693718092
