wallclocktime,err
530.4405646324158,0.06510698598541809
587.650041103363,0.06510698598541809
660.7147617340088,0.06510698598541809
715.4186787605286,0.06510698598541809
794.4780900478363,0.06510698598541809
872.404456615448,0.06510698598541809
954.4837744235992,0.06510698598541809
1032.864609003067,0.06510698598541809
1102.852175951004,0.06510698598541809
1179.2768287658691,0.06510698598541809
1244.515681028366,0.06510698598541809
1302.5079522132874,0.06510698598541809
1365.298644065857,0.06510698598541809
1419.808290719986,0.06510698598541809
1490.7862088680267,0.06510698598541809
1552.3387997150421,0.06510698598541809
1630.13023519516,0.06510698598541809
1718.0221827030182,0.06510698598541809
1785.7456879615784,0.06510698598541809
1857.1489374637604,0.06510698598541809
1934.4202513694763,0.06510698598541809
2004.8406038284302,0.06510698598541809
2068.9538028240204,0.06510698598541809
2138.9587829113007,0.06510698598541809
2201.4692080020905,0.06510698598541809
2277.0469563007355,0.06510698598541809
2343.8254618644714,0.06510698598541809
2420.9863152503967,0.06510698598541809
2508.4113681316376,0.06510698598541809
2604.1218757629395,0.06510698598541809
2669.0724017620087,0.06510698598541809
2734.4820473194122,0.06510698598541809
2792.7535786628723,0.06510698598541809
2884.103904724121,0.06510450859777372
2979.6635143756866,0.05842980693718092
3046.8118784427643,0.05842980693718092
3105.537652015686,0.05842980693718092
3163.7429208755493,0.05842980693718092
3228.563102722168,0.05842980693718092
3323.696323633194,0.05842980693718092
3403.6636662483215,0.05842980693718092
3498.971813440323,0.05842980693718092
3596.8736176490784,0.05842980693718092
3665.6072578430176,0.05842980693718092
3725.365072965622,0.05842980693718092
3781.5559644699097,0.05842980693718092
3852.3941535949707,0.05842980693718092
3937.2226769924164,0.05842980693718092
4010.9431943893433,0.05842980693718092
4069.308862924576,0.05842980693718092
4168.004380941391,0.05842980693718092
4241.55392742157,0.05842980693718092
4332.939482212067,0.05842980693718092
4405.836441040039,0.05842980693718092
4494.764608860016,0.05842980693718092
4576.247411966324,0.05842980693718092
4664.843330383301,0.05842980693718092
4728.095960378647,0.05842980693718092
4803.4132306575775,0.05842980693718092
4903.669675588608,0.05842980693718092
4986.021781206131,0.05842980693718092
5066.23641037941,0.05842980693718092
5143.611043214798,0.05842980693718092
5202.746551513672,0.05842980693718092
5263.357504367828,0.05842980693718092
5326.777052640915,0.05842980693718092
5389.3546595573425,0.05842980693718092
5452.696305513382,0.05842980693718092
5517.953006982803,0.05842980693718092
5578.838152647018,0.05842980693718092
5656.885813236237,0.05842980693718092
5719.030469179153,0.05842980693718092
5796.966665267944,0.05842980693718092
5857.470157146454,0.05842980693718092
5918.212751626968,0.05842980693718092
5986.6240293979645,0.05842980693718092
6070.886345148087,0.05842980693718092
6137.315321445465,0.05842980693718092
6200.129308462143,0.05842980693718092
6260.703514814377,0.05842980693718092
6317.728155374527,0.05842980693718092
6381.959490537643,0.05842980693718092
6441.980619192123,0.05842980693718092
6499.042282104492,0.05842980693718092
6566.234807014465,0.05842980693718092
6639.964313745499,0.05842980693718092
6699.364150285721,0.05842980693718092
6758.248270273209,0.05842980693718092
6817.264570236206,0.05842980693718092
6875.781645774841,0.05842980693718092
6928.563447475433,0.05842980693718092
