cost,SR,IR,rmse,max_value,operation_time
31.0,32.713733681127835,45.68352854447316,13.316798884176636,15.78612136037607,1.4434866905212402
32.0,32.713733681127835,46.19776799860879,13.142863720852555,15.78612136037607,1.4354145526885986
33.0,32.713733681127835,46.701186246521154,13.159321497182662,15.78612136037607,1.4473986625671387
34.0,32.713733681127835,46.61615379080498,13.003310676133674,15.78612136037607,1.4451515674591064
35.0,32.713733681127835,46.683594339331854,13.04444422499107,15.78612136037607,1.4780402183532715
36.0,32.713733681127835,46.66269245832102,13.022737938587982,15.78612136037607,1.4409239292144775
37.0,32.713733681127835,46.67290724489275,13.033463943283957,15.78612136037607,1.462165117263794
38.0,32.713733681127835,46.667372481162275,13.027307143000812,15.78612136037607,1.4466445446014404
39.0,32.713733681127835,46.67049545388779,13.030716952624523,15.78612136037607,1.4495348930358887
40.0,32.713733681127835,46.66876000105097,13.028765693433453,15.78612136037607,1.4616303443908691
41.0,32.713733681127835,46.66976985780235,13.029865642913427,15.78612136037607,1.447652816772461
42.0,32.713733681127835,46.669221988960835,13.029240538464954,15.78612136037607,1.4570016860961914
43.0,32.713733681127835,46.66955318154515,13.029594984389782,15.78612136037607,1.4616985321044922
44.0,32.713733681127835,46.66938148301445,13.029393471064179,15.78612136037607,1.4558048248291016
45.0,32.713733681127835,46.66949510889707,13.029509056403663,15.78612136037607,1.4487731456756592
46.0,32.713733681127835,46.66944267668113,13.029443457346058,15.78612136037607,1.441922903060913
47.0,32.713733681127835,46.6694841172324,13.02948142458837,15.78612136037607,1.4541819095611572
48.0,32.713733681127835,46.66946977879941,13.029459966513492,15.78612136037607,1.4636447429656982
49.0,32.713733681127835,46.669485602196715,13.029472089019725,15.78612136037607,1.464322805404663
50.0,32.713733681127835,46.66948583756683,13.029466428978365,15.78612136037607,1.4583313465118408
51.0,32.713733681127835,46.669491593186436,13.029469356676392,15.78612136037607,1.4812638759613037
52.0,32.713733681127835,46.66949431457829,13.029467912369443,15.78612136037607,1.4688830375671387
53.0,32.713733681127835,46.669498551026464,13.02946911020141,15.78612136037607,1.4740936756134033
54.0,32.713733681127835,46.6695009649336,13.029468548879626,15.78612136037607,1.4698829650878906
55.0,32.713733681127835,46.669504395657704,13.029469159932015,15.78612136037607,1.4718732833862305
56.0,32.713733681127835,46.66950648594723,13.02946890471296,15.78612136037607,1.4640438556671143
57.0,32.713733681127835,46.66950906719851,13.029469228415751,15.78612136037607,1.4672601222991943
58.0,32.713733681127835,46.66951111148548,13.029469227996024,15.78612136037607,1.4711129665374756
59.0,32.713733681127835,46.66951335426648,13.029469461657321,15.78612136037607,1.4712178707122803
60.0,32.713733681127835,46.6695151955417,13.029469450849366,15.78612136037607,1.473588466644287
61.0,32.713733681127835,46.66951689238289,13.029469544802973,15.78612136037607,1.466749906539917
62.0,32.713733681127835,46.669518760338676,13.02946969201304,15.78612136037607,1.4789183139801025
63.0,32.713733681127835,46.669520196158224,13.029469675732475,15.78612136037607,1.4893882274627686
64.0,32.713733681127835,46.669521897398646,13.029469881318873,15.78612136037607,1.4814932346343994
65.0,32.713733681127835,46.669523079594505,13.029469890241902,15.78612136037607,1.4750781059265137
66.0,32.713733681127835,46.669524330385066,13.029469887471516,15.78612136037607,1.4897570610046387
67.0,32.713733681127835,46.66952573722587,13.029470079066478,15.78612136037607,1.4912769794464111
68.0,32.713733681127835,46.66952695983986,13.02947021675818,15.78612136037607,1.5047805309295654
69.0,32.713733681127835,46.669527870530715,13.029470099760516,15.78612136037607,1.5048377513885498
70.0,32.713733681127835,46.66952902238037,13.029470280355222,15.78612136037607,1.5189521312713623
71.0,32.713733681127835,46.66952981531744,13.029470189661684,15.78612136037607,1.5170176029205322
72.0,32.713733681127835,46.66953087967538,13.029470314063117,15.78612136037607,1.5144197940826416
73.0,32.713733681127835,46.66953189549674,13.029470412468797,15.78612136037607,1.5141246318817139
74.0,32.713733681127835,46.669532599046214,13.029470397944579,15.78612136037607,1.5144505500793457
75.0,32.713733681127835,46.66953356311276,13.02947048369078,15.78612136037607,1.5326547622680664
76.0,32.713733681127835,46.66953411860941,13.029470414625965,15.78612136037607,1.5077812671661377
77.0,32.713733681127835,46.66953508801234,13.029470566623893,15.78612136037607,1.5271589756011963
78.0,32.713733681127835,46.66953589577974,13.029470640054619,15.78612136037607,1.5216960906982422
79.0,32.713733681127835,46.669536568995255,13.029470616872366,15.78612136037607,1.5573503971099854
80.0,32.713733681127835,46.6695372440944,13.029470715609623,15.78612136037607,1.6148252487182617
81.0,32.713733681127835,46.669537853925746,13.029470740461454,15.78612136037607,1.602900743484497
82.0,32.713733681127835,46.66953868136875,13.029470911477523,15.78612136037607,1.5758721828460693
83.0,32.713733681127835,46.66953918877866,13.029470877931537,15.78612136037607,1.5408587455749512
84.0,32.713733681127835,46.669539557177096,13.029470800747763,15.78612136037607,1.5553040504455566
85.0,32.713733681127835,46.66954013599825,13.029470885237647,15.78612136037607,1.5494799613952637
86.0,32.713733681127835,46.66954069815706,13.029470905326695,15.78612136037607,1.5460705757141113
87.0,32.713733681127835,46.66954104656985,13.029470851867949,15.78612136037607,1.5480923652648926
88.0,32.713733681127835,46.669541761862135,13.02947100054109,15.78612136037607,1.5634965896606445
89.0,32.713733681127835,46.66954232438989,13.029471055966845,15.78612136037607,1.553276777267456
90.0,32.713733681127835,46.6695425604414,13.02947102803603,15.78612136037607,1.5732018947601318
91.0,32.713733681127835,46.66954316713754,13.029471029184817,15.78612136037607,1.5679268836975098
92.0,32.713733681127835,46.66954355461776,13.029471150897326,15.78612136037607,1.5694317817687988
93.0,32.713733681127835,46.66954372817587,13.029470986956865,15.78612136037607,1.5649523735046387
94.0,32.713733681127835,46.6695446431617,13.029471309635287,15.78612136037607,1.5727369785308838
95.0,32.713733681127835,46.66954459537507,13.029471086632265,15.78612136037607,1.5746431350708008
96.0,32.713733681127835,46.66954523411474,13.02947127813643,15.78612136037607,1.5841851234436035
97.0,32.713733681127835,46.66954550922078,13.029471223001549,15.78612136037607,1.6106927394866943
98.0,32.713733681127835,46.66954605373931,13.029471349075868,15.78612136037607,1.6559062004089355
99.0,32.713733681127835,46.669546358328525,13.029471378432646,15.78612136037607,1.6731419563293457
100.0,32.713733681127835,46.66954657959777,13.02947135305862,15.78612136037607,1.6455962657928467
101.0,32.713733681127835,46.669547064391224,13.029471482914484,15.78612136037607,1.6050138473510742
102.0,32.713733681127835,46.66954732853335,13.029471433024302,15.78612136037607,1.6139683723449707
103.0,32.713733681127835,46.66954759486715,13.029471456558136,15.78612136037607,1.610555648803711
104.0,32.713733681127835,46.66954780629444,13.02947140219639,15.78612136037607,1.5995590686798096
105.0,32.713733681127835,46.66954814236456,13.029471452423289,15.78612136037607,1.6158440113067627
106.0,32.713733681127835,46.669548345456796,13.029471465262281,15.78612136037607,1.6205415725708008
107.0,32.713733681127835,46.66954891882181,13.029471609957342,15.78612136037607,1.6251888275146484
108.0,32.713733681127835,46.66954892984059,13.029471493322461,15.78612136037607,1.6347861289978027
