cost,SR,operation_time,time
0.0,2.0,87.62699294090271,87.62699294090271
1.0,0.15969999999999995,3.480937957763672,0.9557497501373291
7.0,0.15969999999999995,1.066476583480835,0.9207432270050049
14.0,-0.2602000000000002,1.3725793361663818,0.914151668548584
17.0,-0.2602000000000002,0.6941876411437988,0.9135277271270752
19.0,-0.2683,1.1602051258087158,0.9012014865875244
29.0,-0.2683,0.9444479942321777,0.9397773742675781
33.0,-0.2683,0.5844964981079102,0.8976848125457764
35.0,-0.3106,0.6003339290618896,0.9236218929290771
36.0,-0.3106,0.5959835052490234,0.936072587966919
39.0,-0.35309999999999997,0.6226623058319092,0.976243257522583
47.0,-0.35309999999999997,0.8049418926239014,0.9241418838500977
49.0,-0.35309999999999997,0.621180534362793,0.9497249126434326
52.0,-0.35309999999999997,0.6039528846740723,0.8907532691955566
58.0,-0.35309999999999997,0.7784714698791504,0.9224414825439453
62.0,-0.35309999999999997,0.6580910682678223,0.9375865459442139
63.0,-0.35309999999999997,0.5777683258056641,0.9187703132629395
64.0,-0.5465,0.5989747047424316,0.9103331565856934
69.0,-0.5465,0.7061371803283691,0.922743558883667
75.0,-0.5465,0.7425522804260254,0.9313948154449463
77.0,-0.5465,0.5849223136901855,0.9277470111846924
79.0,-0.5465,0.6118321418762207,0.8877284526824951
88.0,-0.5465,0.8489727973937988,0.9090919494628906
91.0,-0.5465,0.613318920135498,0.9701454639434814
92.0,-0.5465,0.5664901733398438,0.9837849140167236
94.0,-0.5465,0.5749175548553467,0.938913106918335
95.0,-0.5465,0.6685523986816406,0.9238829612731934
100.0,-0.5465,0.6967272758483887,0.8725361824035645
101.0,-0.5465,0.5464119911193848,0.8854045867919922
102.0,-0.5465,0.6160037517547607,0.8669915199279785
103.0,-0.5465,0.5851154327392578,0.8711433410644531
104.0,-0.5465,0.58040452003479,0.8855748176574707
110.0,-0.5465,0.70876145362854,0.9010138511657715
111.0,-0.5465,0.5542471408843994,0.8480455875396729
114.0,-0.5465,0.6245126724243164,0.8458940982818604
116.0,-0.5465,0.5944614410400391,0.8528921604156494
117.0,-0.5465,0.602935791015625,0.8378117084503174
118.0,-0.6395,0.6161758899688721,0.8393781185150146
124.0,-0.6395,0.7163906097412109,0.8727173805236816
127.0,-0.6600999999999999,0.622758150100708,0.8562781810760498
136.0,-0.6600999999999999,0.892951488494873,0.8564426898956299
142.0,-0.6600999999999999,0.704232931137085,0.8906512260437012
149.0,-0.7263999999999999,0.7963001728057861,0.8552167415618896
154.0,-0.8251,0.7238812446594238,0.8453195095062256
161.0,-0.8251,0.7737114429473877,0.8423209190368652
168.0,-0.8251,0.7383718490600586,0.8515896797180176
173.0,-0.8251,0.7103455066680908,0.8462560176849365
175.0,-0.8251,0.5725884437561035,0.8449480533599854
178.0,-0.8251,0.6270442008972168,0.8613026142120361
185.0,-0.8251,0.7762584686279297,0.8689322471618652
187.0,-0.8251,0.6286892890930176,0.8627612590789795
190.0,-0.8251,0.6393895149230957,0.8789572715759277
192.0,-0.8251,0.6337471008300781,0.8334908485412598
194.0,-0.8393999999999999,0.6684441566467285,0.8402845859527588
197.0,-0.8393999999999999,0.6709487438201904,0.8446202278137207
198.0,-0.8393999999999999,0.6173667907714844,0.8351516723632812
203.0,-0.8539000000000003,0.7335231304168701,0.8271739482879639
208.0,-0.8539000000000003,0.6930005550384521,0.8456380367279053
210.0,-0.8568000000000002,0.6456999778747559,0.8117618560791016
212.0,-0.8623000000000003,0.6666703224182129,0.8570420742034912
216.0,-0.8623000000000003,0.6059820652008057,0.866814374923706
218.0,-0.8623000000000003,0.6343677043914795,0.8714456558227539
219.0,-0.8623000000000003,0.554084062576294,0.8847002983093262
221.0,-0.8623000000000003,0.6165316104888916,0.8630478382110596
223.0,-0.8623000000000003,0.6298348903656006,0.8576688766479492
227.0,-0.8623000000000003,0.6072824001312256,0.8950045108795166
229.0,-0.8623000000000003,0.6325013637542725,0.8970298767089844
231.0,-0.8623000000000003,0.6679131984710693,0.8538157939910889
232.0,-0.8623000000000003,0.5896122455596924,0.8715503215789795
234.0,-0.8623000000000003,0.6615891456604004,0.8958115577697754
236.0,-0.8623000000000003,0.6715281009674072,0.8555459976196289
243.0,-0.8623000000000003,0.7908785343170166,0.8602330684661865
244.0,-0.8623000000000003,0.6405258178710938,0.8581268787384033
246.0,-0.8623000000000003,0.6497554779052734,0.8773841857910156
248.0,-0.8623000000000003,0.6102461814880371,0.8677654266357422
255.0,-0.8623000000000003,0.7821450233459473,0.885643720626831
257.0,-0.8623000000000003,0.6309762001037598,0.8726775646209717
259.0,-0.8623000000000003,0.5992724895477295,0.8712880611419678
260.0,-0.8623000000000003,0.6092417240142822,0.8719685077667236
265.0,-0.8623000000000003,0.6852941513061523,0.8699603080749512
