cost,SR,max_value,operation_time
50.0,-0.4807000000000001,2.4807,0.0
51.0,-0.4807000000000001,2.4807,15.47669243812561
52.0,-0.4807000000000001,2.4807,4.057704448699951
53.0,-0.4807000000000001,2.4807,4.216529130935669
54.0,-0.7749999999999999,2.775,4.439749240875244
55.0,-0.7749999999999999,2.775,3.557593822479248
56.0,-0.7785000000000002,2.7785,3.6261415481567383
57.0,-0.7785000000000002,2.7785,4.284949779510498
58.0,-0.7888999999999999,2.7889,3.556580066680908
59.0,-0.7888999999999999,2.7889,3.534893751144409
60.0,-0.7888999999999999,2.7889,3.7110517024993896
61.0,-0.8574999999999999,2.8575,3.521923780441284
62.0,-0.8574999999999999,2.8575,3.442281484603882
63.0,-0.8574999999999999,2.8575,3.956724166870117
64.0,-0.8574999999999999,2.8575,4.140298128128052
65.0,-0.8574999999999999,2.8575,4.032746315002441
66.0,-0.8574999999999999,2.8575,4.205964803695679
67.0,-0.8574999999999999,2.8575,4.294276475906372
68.0,-0.8574999999999999,2.8575,4.1170079708099365
69.0,-0.8574999999999999,2.8575,4.5405473709106445
70.0,-0.8574999999999999,2.8575,5.881784439086914
71.0,-0.8574999999999999,2.8575,5.015540599822998
72.0,-0.8574999999999999,2.8575,4.15592885017395
73.0,-0.8574999999999999,2.8575,4.0727808475494385
74.0,-0.8574999999999999,2.8575,4.843573570251465
75.0,-0.8574999999999999,2.8575,5.025779485702515
76.0,-0.8574999999999999,2.8575,4.4845592975616455
77.0,-0.8574999999999999,2.8575,5.103904962539673
78.0,-0.8574999999999999,2.8575,4.821565389633179
79.0,-0.8574999999999999,2.8575,4.9931886196136475
80.0,-0.8574999999999999,2.8575,4.818612337112427
81.0,-0.8574999999999999,2.8575,4.30147647857666
82.0,-0.8574999999999999,2.8575,5.818945407867432
83.0,-0.8574999999999999,2.8575,4.989552974700928
84.0,-0.8574999999999999,2.8575,6.756765842437744
85.0,-0.8574999999999999,2.8575,5.048289775848389
86.0,-0.8574999999999999,2.8575,5.091557264328003
87.0,-0.8574999999999999,2.8575,5.039632558822632
88.0,-0.8574999999999999,2.8575,4.893681764602661
89.0,-0.8574999999999999,2.8575,4.831376552581787
90.0,-0.8574999999999999,2.8575,4.982106447219849
91.0,-0.8574999999999999,2.8575,4.872060298919678
92.0,-0.8574999999999999,2.8575,5.052774667739868
93.0,-0.8574999999999999,2.8575,5.401090383529663
94.0,-0.8574999999999999,2.8575,5.060354709625244
95.0,-0.8574999999999999,2.8575,5.0905351638793945
96.0,-0.8574999999999999,2.8575,5.044317960739136
97.0,-0.8574999999999999,2.8575,4.948283672332764
98.0,-0.8574999999999999,2.8575,5.044191122055054
99.0,-0.8574999999999999,2.8575,4.8788816928863525
100.0,-0.8574999999999999,2.8575,4.941714763641357
101.0,-0.8574999999999999,2.8575,4.874157190322876
102.0,-0.8574999999999999,2.8575,4.681566476821899
103.0,-0.8574999999999999,2.8575,4.605177402496338
104.0,-0.8574999999999999,2.8575,4.6091837882995605
105.0,-0.8574999999999999,2.8575,5.227972984313965
106.0,-0.8574999999999999,2.8575,5.005817174911499
107.0,-0.8574999999999999,2.8575,4.8212974071502686
108.0,-0.8574999999999999,2.8575,4.661185026168823
109.0,-0.8574999999999999,2.8575,4.75164008140564
110.0,-0.8574999999999999,2.8575,4.567638635635376
111.0,-0.8574999999999999,2.8575,4.121854066848755
112.0,-0.8574999999999999,2.8575,4.900115728378296
113.0,-0.8574999999999999,2.8575,4.754618167877197
114.0,-0.8574999999999999,2.8575,4.92568302154541
115.0,-0.8574999999999999,2.8575,4.521847724914551
116.0,-0.8574999999999999,2.8575,4.796783208847046
117.0,-0.8574999999999999,2.8575,4.39623498916626
118.0,-0.8574999999999999,2.8575,4.594811201095581
119.0,-0.8574999999999999,2.8575,4.449594020843506
120.0,-0.8574999999999999,2.8575,5.9720540046691895
121.0,-0.8574999999999999,2.8575,5.769588232040405
122.0,-0.8574999999999999,2.8575,6.350786924362183
123.0,-0.8574999999999999,2.8575,6.079718589782715
124.0,-0.8574999999999999,2.8575,5.164159059524536
125.0,-0.8574999999999999,2.8575,4.525693655014038
126.0,-0.8574999999999999,2.8575,4.688838481903076
127.0,-0.8574999999999999,2.8575,6.402117729187012
128.0,-0.8574999999999999,2.8575,5.290134906768799
129.0,-0.8574999999999999,2.8575,5.544520378112793
130.0,-0.8574999999999999,2.8575,5.6829259395599365
131.0,-0.8574999999999999,2.8575,7.343579530715942
132.0,-0.8574999999999999,2.8575,5.407458782196045
133.0,-0.8574999999999999,2.8575,6.8672308921813965
134.0,-0.8574999999999999,2.8575,5.0486321449279785
135.0,-0.8574999999999999,2.8575,5.685498237609863
136.0,-0.8574999999999999,2.8575,5.436357259750366
137.0,-0.8574999999999999,2.8575,5.706204891204834
138.0,-0.8574999999999999,2.8575,5.358761310577393
139.0,-0.8574999999999999,2.8575,5.273017168045044
140.0,-0.8574999999999999,2.8575,5.845598936080933
141.0,-0.8574999999999999,2.8575,5.593790054321289
142.0,-0.8574999999999999,2.8575,5.842805862426758
143.0,-0.8574999999999999,2.8575,5.806976318359375
144.0,-0.8574999999999999,2.8575,5.723064184188843
145.0,-0.8574999999999999,2.8575,5.670631408691406
146.0,-0.8574999999999999,2.8575,5.6019697189331055
300.0,-0.8574999999999999,2.8575,5.6019697189331055
