cost,SR,max_value,operation_time
50.0,-0.6652,2.6652,0.0
51.0,-0.7912000000000003,2.7912000000000003,13.515475749969482
52.0,-0.8251,2.8251,2.177539110183716
53.0,-0.8251,2.8251,2.051612615585327
54.0,-0.8298000000000001,2.8298,2.088925361633301
55.0,-0.8298000000000001,2.8298,2.05593204498291
56.0,-0.8298000000000001,2.8298,2.211594581604004
57.0,-0.8298000000000001,2.8298,2.098378896713257
58.0,-0.8298000000000001,2.8298,2.066532611846924
59.0,-0.8298000000000001,2.8298,2.0442686080932617
60.0,-0.8298000000000001,2.8298,2.0300164222717285
61.0,-0.8298000000000001,2.8298,2.0990915298461914
62.0,-0.8298000000000001,2.8298,2.0236148834228516
63.0,-0.8298000000000001,2.8298,2.1439483165740967
64.0,-0.8298000000000001,2.8298,2.0427398681640625
65.0,-0.8298000000000001,2.8298,2.084357261657715
66.0,-0.8298000000000001,2.8298,2.0946924686431885
67.0,-0.8298000000000001,2.8298,2.152742385864258
68.0,-0.8298000000000001,2.8298,2.104748487472534
69.0,-0.8298000000000001,2.8298,2.2798023223876953
70.0,-0.8608000000000002,2.8608000000000002,2.3318636417388916
71.0,-0.8608000000000002,2.8608000000000002,2.2297050952911377
72.0,-0.8608000000000002,2.8608000000000002,2.1083428859710693
73.0,-0.8608000000000002,2.8608000000000002,2.1190812587738037
74.0,-0.8608000000000002,2.8608000000000002,2.601606845855713
75.0,-0.8608000000000002,2.8608000000000002,2.5701520442962646
76.0,-0.8608000000000002,2.8608000000000002,2.538388729095459
77.0,-0.8608000000000002,2.8608000000000002,2.5864322185516357
78.0,-0.8608000000000002,2.8608000000000002,2.6225502490997314
79.0,-0.8608000000000002,2.8608000000000002,2.616546630859375
80.0,-0.8608000000000002,2.8608000000000002,2.5839622020721436
81.0,-0.8608000000000002,2.8608000000000002,2.6325531005859375
82.0,-0.8608000000000002,2.8608000000000002,2.5836215019226074
83.0,-0.8608000000000002,2.8608000000000002,2.5915472507476807
84.0,-0.8608000000000002,2.8608000000000002,2.574908971786499
85.0,-0.8608000000000002,2.8608000000000002,2.55241060256958
86.0,-0.8608000000000002,2.8608000000000002,2.5431082248687744
87.0,-0.8608000000000002,2.8608000000000002,2.5096542835235596
88.0,-0.8608000000000002,2.8608000000000002,2.549689531326294
89.0,-0.8608000000000002,2.8608000000000002,2.5436525344848633
90.0,-0.8608000000000002,2.8608000000000002,2.604154348373413
91.0,-0.8608000000000002,2.8608000000000002,2.5074472427368164
92.0,-0.8608000000000002,2.8608000000000002,2.5445425510406494
93.0,-0.8608000000000002,2.8608000000000002,2.4796578884124756
94.0,-0.8608000000000002,2.8608000000000002,2.5617542266845703
95.0,-0.8608000000000002,2.8608000000000002,2.511504888534546
96.0,-0.8608000000000002,2.8608000000000002,2.428614854812622
97.0,-0.8608000000000002,2.8608000000000002,2.511768102645874
98.0,-0.8608000000000002,2.8608000000000002,2.45855975151062
99.0,-0.8608000000000002,2.8608000000000002,2.4063382148742676
100.0,-0.8608000000000002,2.8608000000000002,2.5123465061187744
101.0,-0.8608000000000002,2.8608000000000002,2.299359083175659
102.0,-0.8608000000000002,2.8608000000000002,2.4213993549346924
103.0,-0.8608000000000002,2.8608000000000002,2.4041149616241455
104.0,-0.8608000000000002,2.8608000000000002,2.455211639404297
105.0,-0.8608000000000002,2.8608000000000002,2.4392974376678467
106.0,-0.8608000000000002,2.8608000000000002,2.4551875591278076
107.0,-0.8608000000000002,2.8608000000000002,2.343820810317993
108.0,-0.8608000000000002,2.8608000000000002,2.3353443145751953
109.0,-0.8608000000000002,2.8608000000000002,2.108942747116089
110.0,-0.8608000000000002,2.8608000000000002,2.156952381134033
111.0,-0.8608000000000002,2.8608000000000002,2.1991734504699707
112.0,-0.8608000000000002,2.8608000000000002,2.2266273498535156
113.0,-0.8608000000000002,2.8608000000000002,2.2402751445770264
114.0,-0.8608000000000002,2.8608000000000002,2.1714091300964355
115.0,-0.8608000000000002,2.8608000000000002,2.201843738555908
116.0,-0.8608000000000002,2.8608000000000002,2.196211576461792
117.0,-0.8608000000000002,2.8608000000000002,2.157716989517212
118.0,-0.8608000000000002,2.8608000000000002,2.112100839614868
119.0,-0.8608000000000002,2.8608000000000002,2.1969385147094727
120.0,-0.8608000000000002,2.8608000000000002,2.419961452484131
121.0,-0.8608000000000002,2.8608000000000002,2.231919765472412
122.0,-0.8608000000000002,2.8608000000000002,2.2510085105895996
123.0,-0.8608000000000002,2.8608000000000002,2.194359064102173
124.0,-0.8608000000000002,2.8608000000000002,2.1972196102142334
125.0,-0.8608000000000002,2.8608000000000002,2.279869556427002
126.0,-0.8608000000000002,2.8608000000000002,2.2291133403778076
127.0,-0.8608000000000002,2.8608000000000002,2.1351804733276367
128.0,-0.8608000000000002,2.8608000000000002,2.228052854537964
129.0,-0.8608000000000002,2.8608000000000002,2.2251837253570557
130.0,-0.8608000000000002,2.8608000000000002,2.2319982051849365
131.0,-0.8608000000000002,2.8608000000000002,2.251397132873535
132.0,-0.8608000000000002,2.8608000000000002,2.2171552181243896
133.0,-0.8608000000000002,2.8608000000000002,2.263831853866577
134.0,-0.8608000000000002,2.8608000000000002,2.249213695526123
135.0,-0.8608000000000002,2.8608000000000002,2.254481792449951
136.0,-0.8608000000000002,2.8608000000000002,2.2932450771331787
137.0,-0.8608000000000002,2.8608000000000002,2.276303291320801
138.0,-0.8608000000000002,2.8608000000000002,2.331639289855957
139.0,-0.8608000000000002,2.8608000000000002,2.2850077152252197
140.0,-0.8608000000000002,2.8608000000000002,2.3109846115112305
