err,wallclocktime,operation_time
0.08402893711741788,89.18352389335632,1.1037766933441162
0.08402893711741788,90.56973099708557,0.17817258834838867
0.07902058987200888,91.43377590179443,0.4350709915161133
0.07902058987200888,93.35679936408997,1.6331136226654053
0.07902058987200888,94.757577419281,1.2004802227020264
0.07456872565386752,95.84987568855286,0.4479224681854248
0.07456872565386752,96.68987011909485,0.2586808204650879
0.07456872565386752,99.10738182067871,1.5717360973358154
0.07456872565386752,101.14532160758972,1.5448682308197021
0.07456872565386752,102.38056325912476,0.24553203582763672
0.07456872565386752,103.99455332756042,0.6150987148284912
0.07456872565386752,105.38420343399048,1.0647387504577637
0.07456872565386752,107.45757842063904,1.96018648147583
0.0623260990539789,108.3101441860199,0.43231630325317383
0.0623260990539789,109.47399926185608,0.19384121894836426
0.0623260990539789,111.26525259017944,0.977125883102417
0.0623260990539789,111.99586796760559,0.43466997146606445
0.0623260990539789,114.38322710990906,0.4550178050994873
0.0623260990539789,116.05572199821472,0.7196013927459717
0.0623260990539789,117.4273476600647,1.3254401683807373
0.0623260990539789,118.52506566047668,0.9667870998382568
0.0623260990539789,120.2839777469635,0.8022360801696777
0.0623260990539789,122.0990343093872,0.3977389335632324
0.0623260990539789,123.41844248771667,1.0034785270690918
0.0623260990539789,124.57487154006958,0.8126721382141113
0.0623260990539789,125.42937684059143,0.21096229553222656
0.0623260990539789,126.17999005317688,0.3565080165863037
0.05564830272676691,126.99366450309753,0.419771671295166
0.05564830272676691,127.80256676673889,0.41050148010253906
0.05564830272676691,128.8012993335724,0.31368112564086914
0.05564830272676691,129.68935894966125,0.2860090732574463
0.05564830272676691,130.56001257896423,0.13521647453308105
0.05564830272676691,131.41232180595398,0.13772130012512207
0.05564830272676691,132.66342759132385,0.46194958686828613
0.05564830272676691,133.81384181976318,0.35774946212768555
0.05564830272676691,134.70909214019775,0.29502367973327637
0.05564830272676691,135.47037434577942,0.4594109058380127
0.055091819699499056,136.3218126296997,0.14283490180969238
0.055091819699499056,137.10550045967102,0.7407371997833252
0.055091819699499056,138.14032244682312,0.5976250171661377
0.055091819699499056,139.00797152519226,0.42966723442077637
0.055091819699499056,140.3999228477478,0.9734916687011719
0.055091819699499056,141.99304723739624,1.2865931987762451
0.055091819699499056,142.85405731201172,0.3882572650909424
0.055091819699499056,144.9215099811554,0.6342029571533203
0.055091819699499056,145.6323640346527,0.6825945377349854
0.055091819699499056,147.0558512210846,0.806948184967041
0.055091819699499056,148.18085741996765,0.5698955059051514
0.055091819699499056,148.94459319114685,0.40131330490112305
0.055091819699499056,151.29017400741577,1.2040379047393799
0.055091819699499056,152.58264589309692,0.7248208522796631
0.055091819699499056,153.3860251903534,0.32985877990722656
0.055091819699499056,154.2652292251587,0.422269344329834
0.055091819699499056,156.315345287323,0.8473868370056152
0.055091819699499056,157.14142036437988,0.5312469005584717
0.055091819699499056,157.97096705436707,0.8414208889007568
0.055091819699499056,158.95566320419312,0.5251955986022949
0.055091819699499056,159.8257520198822,0.8448972702026367
0.055091819699499056,160.62583374977112,0.25443530082702637
0.055091819699499056,161.4768750667572,0.7116572856903076
0.055091819699499056,162.30061435699463,0.471545934677124
0.055091819699499056,163.02039527893066,0.6545765399932861
0.055091819699499056,163.94439148902893,0.16532659530639648
0.055091819699499056,164.8964467048645,0.8659217357635498
0.055091819699499056,165.59802341461182,0.7053210735321045
0.055091819699499056,167.77517700195312,2.1437106132507324
0.055091819699499056,169.421236038208,1.4288055896759033
0.055091819699499056,170.34580492973328,0.6445937156677246
0.055091819699499056,171.2451868057251,0.8014750480651855
0.055091819699499056,171.9258313179016,0.2884206771850586
0.055091819699499056,173.6723608970642,1.6436660289764404
0.055091819699499056,174.948415517807,0.9143707752227783
0.055091819699499056,176.80632162094116,1.5285804271697998
0.055091819699499056,177.82368326187134,1.0304207801818848
0.055091819699499056,178.5890097618103,0.836233377456665
0.055091819699499056,179.443598985672,0.7725591659545898
0.055091819699499056,180.37912583351135,0.7440688610076904
0.055091819699499056,181.6616246700287,0.6329386234283447
0.055091819699499056,182.52863144874573,0.7182567119598389
0.055091819699499056,183.43667435646057,0.8330190181732178
0.055091819699499056,185.03335976600647,0.23979592323303223
0.055091819699499056,186.8926134109497,1.4617633819580078
0.055091819699499056,187.7147340774536,0.81046462059021
0.055091819699499056,188.44069123268127,0.7536389827728271
0.055091819699499056,189.1978108882904,0.7495336532592773
0.055091819699499056,189.98866271972656,0.6404783725738525
0.055091819699499056,190.7837724685669,0.7395339012145996
0.055091819699499056,192.79189252853394,2.1220149993896484
0.055091819699499056,195.33402585983276,2.3609166145324707
0.055091819699499056,196.06245875358582,0.7110185623168945
0.055091819699499056,196.78998446464539,0.7299535274505615
0.055091819699499056,197.5183811187744,0.7978396415710449
0.055091819699499056,198.36294794082642,0.7160789966583252
0.055091819699499056,199.16627407073975,0.7167308330535889
0.055091819699499056,199.9162313938141,0.8265459537506104
0.055091819699499056,200.66833233833313,0.7940313816070557
0.055091819699499056,201.39332175254822,0.7159528732299805
0.055091819699499056,202.07972884178162,0.6697406768798828
0.055091819699499056,202.85975122451782,0.6893305778503418
0.055091819699499056,203.6913251876831,0.8264985084533691
