cost,incumbents,operation_time
51,-0.34849628806114197,9.012222290039062e-05
61,-0.34849628806114197,5.2928924560546875e-05
62,-0.34849628806114197,4.8160552978515625e-05
63,-0.34849628806114197,6.413459777832031e-05
73,-0.07201969623565674,5.2928924560546875e-05
83,-0.07201969623565674,5.316734313964844e-05
84,-0.07201969623565674,5.1021575927734375e-05
85,-0.07201969623565674,4.792213439941406e-05
95,-0.03804301843047142,4.696846008300781e-05
105,-0.026919592171907425,0.00016498565673828125
115,-0.026335246860980988,7.295608520507812e-05
125,-0.026335246860980988,6.914138793945312e-05
135,-0.026335246860980988,5.984306335449219e-05
145,-0.026335246860980988,5.602836608886719e-05
155,-0.026335246860980988,6.389617919921875e-05
165,-0.026335246860980988,5.1975250244140625e-05
175,-0.026335246860980988,5.7697296142578125e-05
176,-0.026335246860980988,0.00017309188842773438
177,-0.026335246860980988,0.00010013580322265625
178,-0.026335246860980988,6.794929504394531e-05
179,-0.026335246860980988,7.915496826171875e-05
180,-0.026335246860980988,6.771087646484375e-05
181,-0.026335246860980988,5.888938903808594e-05
191,-0.026335246860980988,6.103515625e-05
201,-0.026335246860980988,5.459785461425781e-05
202,-0.026335246860980988,0.00010180473327636719
212,-0.0025456056464463472,0.00016307830810546875
213,-0.0025456056464463472,6.890296936035156e-05
214,-0.0025456056464463472,6.198883056640625e-05
215,-0.0025456056464463472,5.7220458984375e-05
216,-0.0025456056464463472,5.507469177246094e-05
217,-0.0025456056464463472,5.3882598876953125e-05
218,-0.0025456056464463472,5.507469177246094e-05
228,-0.0025456056464463472,0.00016307830810546875
229,-0.0025456056464463472,0.00013899803161621094
230,-0.0025456056464463472,6.604194641113281e-05
231,-0.0025456056464463472,5.5789947509765625e-05
232,-0.0025456056464463472,5.3882598876953125e-05
233,-0.0025456056464463472,5.0067901611328125e-05
