cost,SR,operation_time
60.0,-31.72919581,126.9983241558075
70.0,-31.72919581,126.60501217842102
80.0,-31.72919581,130.59854102134705
90.0,-31.72919581,138.44874262809753
100.0,-31.72919581,147.04314517974854
110.0,-31.72919581,169.13868737220764
120.0,-31.72919581,176.64619612693787
130.0,-31.72919581,181.5141475200653
140.0,-31.72919581,197.6059067249298
150.0,-31.72919581,223.74445056915283
