cost,incumbents,operation_time
51,-0.5532128810882568,5.626678466796875e-05
61,22.059268951416016,5.2928924560546875e-05
62,22.059268951416016,4.887580871582031e-05
63,22.059268951416016,5.0067901611328125e-05
73,22.059268951416016,4.887580871582031e-05
83,22.059268951416016,4.8160552978515625e-05
84,22.059268951416016,5.1975250244140625e-05
85,22.059268951416016,4.9114227294921875e-05
95,22.059268951416016,4.8160552978515625e-05
105,27.603652954101562,0.00013899803161621094
115,27.603652954101562,5.316734313964844e-05
125,27.603652954101562,5.817413330078125e-05
135,27.603652954101562,5.0067901611328125e-05
145,27.603652954101562,5.0067901611328125e-05
155,27.603652954101562,4.887580871582031e-05
165,27.603652954101562,4.9114227294921875e-05
175,27.603652954101562,4.982948303222656e-05
185,27.603652954101562,0.0001289844512939453
195,27.603652954101562,6.604194641113281e-05
205,27.603652954101562,5.459785461425781e-05
215,27.603652954101562,5.1975250244140625e-05
225,27.603652954101562,5.1021575927734375e-05
235,27.603652954101562,5.1021575927734375e-05
236,27.603652954101562,5.507469177246094e-05
237,27.603652954101562,4.982948303222656e-05
238,27.603652954101562,7.510185241699219e-05
248,27.603652954101562,0.000125885009765625
258,27.603652954101562,7.700920104980469e-05
268,27.603652954101562,6.079673767089844e-05
278,27.603652954101562,5.507469177246094e-05
288,27.603652954101562,5.2928924560546875e-05
298,27.603652954101562,6.389617919921875e-05
308,27.603652954101562,5.1975250244140625e-05
309,27.603652954101562,9.918212890625e-05
319,27.603652954101562,0.0001227855682373047
320,27.603652954101562,5.91278076171875e-05
330,27.603652954101562,5.412101745605469e-05
340,27.603652954101562,5.3882598876953125e-05
350,27.603652954101562,5.125999450683594e-05
