cost,SR,operation_time
60.0,49.95530622,1059.0445652008057
70.0,48.79792823,227.86518001556396
80.0,48.79792823,249.89593529701233
90.0,48.79792823,275.19504284858704
100.0,48.79792823,296.7086892127991
110.0,48.4901748,310.1253638267517
120.0,48.4901748,338.3117070198059
130.0,48.4901748,4328.475592374802
140.0,48.4901748,454.7324504852295
150.0,48.4901748,475.4028298854828
