cost,SR,IR,rmse,r2,max_value,operation_time
16.339850002884624,9.894586534790939,57.62389432976323,18.19368250926645,-0.3714341713658593,62.257535962767655,0.0
17.353850375373238,9.894586534790939,57.81026405522837,18.357914283380357,-0.39630540238751477,62.257535962767655,2.7472894191741943
18.589378941162984,9.894586534790939,52.75124762310291,15.980274659011263,-0.05804032864996844,62.257535962767655,2.055053949356079
19.85197549872372,9.894586534790939,32.790045357097114,22.106826675885294,-1.0248206225349454,62.257535962767655,1.9944496154785156
20.939549942281133,9.894586534790939,49.53191454822176,15.5369802040016,-0.00015421066768062097,62.257535962767655,2.872823715209961
22.058932331692738,9.894586534790939,49.92951739747798,15.538527251069926,-0.0003533951491279108,62.257535962767655,2.45056414604187
23.14107381848264,9.894586534790939,49.70586883741034,15.535903643393807,-1.5613680688586484e-05,62.257535962767655,1.9442830085754395
24.44911663913448,9.894586534790939,46.62820705286933,15.826770292537315,-0.037811170990737164,62.257535962767655,3.3952829837799072
26.018011083823616,9.894586534790939,70.01553028673061,25.615410625913174,-1.7185441299993132,62.257535962767655,3.191098690032959
27.122707486488437,9.894586534790939,70.37853998287504,25.904968705619552,-1.7803526696525829,62.257535962767655,3.7669131755828857
28.17664794715626,9.894586534790939,73.06140525590459,28.097925032067106,-2.2710127861011076,62.257535962767655,2.1728625297546387
29.70436451960604,9.894586534790939,73.1606032862329,28.180633891847084,-2.290298190269475,62.257535962767655,3.118232488632202
31.003657865071677,9.894586534790939,73.88931666731493,28.791410955067114,-2.434469309441307,62.257535962767655,1.904200792312622
32.42694006346388,9.894586534790939,75.91426773651392,30.515831988470335,-2.858194993528797,62.257535962767655,2.674773931503296
33.45660238174568,9.894586534790939,78.21728207798634,32.51918941283551,-3.381402645969149,62.257535962767655,2.5053062438964844
34.74106440471762,9.894586534790939,78.86529202839276,33.08991449689671,-3.536543011307847,62.257535962767655,1.9327964782714844
36.06872504076064,9.894586534790939,79.64073970228822,33.77654380584821,-3.7267666132881274,62.257535962767655,2.3564016819000244
37.34369418335485,9.894586534790939,78.80706634388088,33.038516522066715,-3.5224608936397024,62.257535962767655,2.8608813285827637
38.81541950147877,9.894586534790939,77.10059299431751,31.54268967720121,-3.1222202225174893,62.257535962767655,2.8806324005126953
40.27750621389838,9.894586534790939,76.03328145550331,30.618327526258675,-2.884156067056779,62.257535962767655,4.103287220001221
41.720066062310785,9.894586534790939,74.82113854494892,29.58020687191209,-2.6252349376725914,62.257535962767655,2.0801730155944824
43.023144846028714,9.894586534790939,71.78389803978773,27.042684979496414,-2.0299353432984355,62.257535962767655,2.1916663646698
44.50903003241885,9.894586534790939,71.57219676904693,26.86968044727048,-1.9912915624492444,62.257535962767655,3.3845090866088867
45.809989982332795,9.894586534790939,71.89995324510252,27.1377593217738,-2.051277565374864,62.257535962767655,1.96207594871521
47.01320653148138,9.894586534790939,65.70203123471042,22.339537908714256,-1.0676742247691902,62.257535962767655,1.9212770462036133
48.16944695623034,9.894586534790939,60.25541283406787,18.810979892229522,-0.4660763273452382,62.257535962767655,2.519652843475342
49.237702383964425,9.894586534790939,58.43007050390676,17.845581624059182,-0.31945674338456875,62.257535962767655,2.4898858070373535
50.62617682635252,9.894586534790939,62.99973910692437,20.484098329223,-0.7384709848504027,62.257535962767655,1.8853139877319336
52.17449841505788,9.894586534790939,69.69736129650427,25.363173915307733,-1.6652683508566377,62.257535962767655,2.6995301246643066
53.31112912868039,9.894586534790939,70.30978096621214,25.8499799776716,-1.768561434557315,62.257535962767655,2.028085947036743
54.31325515877044,9.894586534790939,68.10536344410254,24.124503862404016,-1.4112959902370057,62.257535962767655,2.021092176437378
55.60729116208695,9.894586534790939,71.53475369106184,26.83913929229272,-1.9844953834566956,62.257535962767655,3.0507419109344482
57.1040708372103,9.894586534790939,72.44647165189444,27.587634745730508,-2.1532810267580147,62.257535962767655,2.9368457794189453
58.47859921966932,9.894586534790939,72.5209556340446,27.649217107481846,-2.167374531373852,62.257535962767655,3.051814556121826
59.5390794496645,9.894586534790939,72.69825955710951,27.796063727061522,-2.2011080997599133,62.257535962767655,3.647251844406128
60.99795699016321,9.894586534790939,68.48839568099599,24.418784491211273,-1.4704827562524825,62.257535962767655,4.169044256210327
62.1254987674945,9.894586534790939,71.84715558748668,27.0944863377785,-2.041554388745628,62.257535962767655,3.9143619537353516
