cost,incumbents,operation_time
61,-0.7718354846201225,0.0003838539123535156
71,-0.5740158686119345,0.0004241466522216797
72,-0.5740158686119345,0.00044989585876464844
73,-0.5740158686119345,0.00043702125549316406
83,-0.38346222542563435,0.00037288665771484375
93,-0.03312262227406653,0.0004029273986816406
94,-0.03312262227406653,0.0031921863555908203
95,-0.03312262227406653,0.00040912628173828125
105,-0.03312262227406653,0.00041794776916503906
115,-0.01644616373336003,0.0004189014434814453
125,-0.01644616373336003,0.0003597736358642578
135,-0.01644616373336003,0.0005533695220947266
145,-0.01644616373336003,0.00038123130798339844
155,-0.01002661077598364,0.0003180503845214844
156,-0.01002661077598364,0.0003561973571777344
157,-0.01002661077598364,0.00029969215393066406
158,-0.01002661077598364,0.0002651214599609375
159,-0.01002661077598364,0.00030517578125
169,-0.01002661077598364,0.0002918243408203125
179,-0.01002661077598364,0.00029587745666503906
180,-0.01002661077598364,0.000331878662109375
181,-0.01002661077598364,0.0003802776336669922
191,-0.01002661077598364,0.0003650188446044922
192,-0.01002661077598364,0.0003681182861328125
193,-0.01002661077598364,0.0002770423889160156
194,-0.01002661077598364,0.00036907196044921875
195,-0.01002661077598364,0.0003650188446044922
196,-0.01002661077598364,0.0003120899200439453
197,-0.01002661077598364,0.00027298927307128906
