cost,incumbents,operation_time
51,-41.638267517089844,6.985664367675781e-05
61,-33.17716979980469,6.29425048828125e-05
62,-33.17716979980469,9.298324584960938e-05
63,-33.17716979980469,6.198883056640625e-05
73,-33.17716979980469,5.984306335449219e-05
83,-33.17716979980469,6.29425048828125e-05
84,-33.17716979980469,7.700920104980469e-05
85,-33.17716979980469,5.984306335449219e-05
95,-33.17716979980469,6.222724914550781e-05
96,-33.17716979980469,0.00017881393432617188
97,-33.17716979980469,7.700920104980469e-05
98,-33.17716979980469,7.605552673339844e-05
99,-33.17716979980469,7.104873657226562e-05
100,-33.17716979980469,7.510185241699219e-05
101,-33.17716979980469,6.771087646484375e-05
102,-33.17716979980469,7.295608520507812e-05
103,-33.17716979980469,6.198883056640625e-05
104,-33.17716979980469,0.0001480579376220703
105,-33.17716979980469,7.605552673339844e-05
106,-33.17716979980469,6.604194641113281e-05
107,-33.17716979980469,8.177757263183594e-05
108,-33.17716979980469,7.009506225585938e-05
109,-33.17716979980469,7.390975952148438e-05
119,-33.17716979980469,0.00010180473327636719
129,-33.17716979980469,7.486343383789062e-05
130,-33.17716979980469,0.0001201629638671875
131,-33.17716979980469,0.00018095970153808594
132,-33.17716979980469,8.487701416015625e-05
133,-33.17716979980469,7.081031799316406e-05
134,-33.17716979980469,6.508827209472656e-05
135,-33.17716979980469,6.461143493652344e-05
136,-33.17716979980469,6.914138793945312e-05
137,-33.17716979980469,6.103515625e-05
147,-33.17716979980469,0.00011897087097167969
148,-33.17716979980469,0.00015616416931152344
149,-33.17716979980469,7.796287536621094e-05
159,-28.356101989746094,8.702278137207031e-05
169,-28.356101989746094,6.771087646484375e-05
179,-28.356101989746094,8.702278137207031e-05
