cost,SR,IR,max_value,operation_time
52.0,2.741108975526714,-72.09189701962632,52.01332751739321,0.6707072257995605
55.0,2.741108975526714,-1175.1354601385387,52.01332751739321,0.6751606464385986
57.0,2.741108975526714,-809.8931240757354,52.01332751739321,0.6754059791564941
60.0,2.741108975526714,-482.70846336328464,52.01332751739321,0.6801187992095947
61.0,2.741108975526714,-617.5597467002892,52.01332751739321,0.6913318634033203
67.0,2.741108975526714,-781.2004925016352,52.01332751739321,0.6833055019378662
69.0,2.741108975526714,-1279.086599622208,52.01332751739321,0.7006478309631348
71.0,2.741108975526714,-1226.762161468884,52.01332751739321,0.6964395046234131
72.0,2.741108975526714,-1114.1574838108259,52.01332751739321,0.7023448944091797
76.0,2.741108975526714,-1599.1278850608417,52.01332751739321,0.6845090389251709
81.0,2.741108975526714,-1195.985052529611,52.01332751739321,0.6961929798126221
84.0,2.741108975526714,-1333.4324830036599,52.01332751739321,0.7210326194763184
85.0,2.741108975526714,-2478.9971612614945,52.01332751739321,0.722341775894165
92.0,2.741108975526714,-1424.0262105661468,52.01332751739321,0.7321522235870361
101.0,2.741108975526714,-2317.59309512973,52.01332751739321,0.7333261966705322
104.0,2.741108975526714,-1396.5052942211855,52.01332751739321,0.7279584407806396
105.0,2.741108975526714,-1549.8460816744193,52.01332751739321,0.724776029586792
106.0,2.741108975526714,-2270.660894569734,52.01332751739321,0.7363624572753906
114.0,2.741108975526714,-1937.78667789509,52.01332751739321,0.7346007823944092
120.0,2.741108975526714,-1496.5271272290397,52.01332751739321,0.7350642681121826
124.0,2.741108975526714,-1366.9550838958282,52.01332751739321,0.7525944709777832
126.0,2.741108975526714,-1291.5128066796021,52.01332751739321,0.7332901954650879
128.0,2.741108975526714,-1344.5950105748432,52.01332751739321,0.763073205947876
136.0,2.741108975526714,-1429.0694577469046,52.01332751739321,0.7461225986480713
137.0,2.741108975526714,-1230.4583743043493,52.01332751739321,0.7485294342041016
142.0,2.741108975526714,-1062.7750130743539,52.01332751739321,0.7511160373687744
144.0,2.741108975526714,-1196.4668155690283,52.01332751739321,0.7530276775360107
145.0,2.741108975526714,-1067.4058186265042,52.01332751739321,0.7543148994445801
146.0,2.741108975526714,-1195.7951834351763,52.01332751739321,0.7713203430175781
150.0,2.741108975526714,-755.7917324812812,52.01332751739321,0.764514684677124
