cost,incumbents,operation_time
520,16.45,0.0
521,16.45,402.48
522,16.45,382.68
523,16.45,405.86
524,16.45,417.87
525,16.45,384.06
526,16.45,304.97
527,18.78,388.42
528,29.50,452.11
529,29.50,493.77
530,36.12,483.06
