cost,incumbents,operation_time
520,99.31423273773743,0.0
530,45.7082402738153,11.375908374786377
540,45.7082402738153,12.287347793579102
550,45.7082402738153,11.714651823043823
560,45.7082402738153,10.175912380218506
570,45.7082402738153,9.626471996307373
580,45.7082402738153,9.87295937538147
590,45.7082402738153,9.534644603729248
600,45.7082402738153,9.65459942817688
610,45.7082402738153,9.555907487869263
620,45.7082402738153,9.452683687210083
