rmse,nrmse,r2,mae
0.012282596297615593,0.023602357251873554,0.99969522787298,0.0074974374863351735
0.005932415141253311,0.01891434811069299,0.9999289019057475,0.003078870246018531
0.26521254668517347,0.16406518928158792,0.8579036173681494,0.19533890930976214
