cost,incumbents,operation_time
120,-0.554770117106541,0.0
130,1.695728228958997,5.322826147079468
140,1.695728228958997,5.103008508682251
150,1.695728228958997,5.860637187957764
160,1.695728228958997,5.6840291023254395
170,1.695728228958997,6.581193208694458
180,1.695728228958997,6.544384002685547
190,1.695728228958997,6.201721429824829
200,1.695728228958997,9.370670080184937
210,1.695728228958997,9.462289810180664
220,1.695728228958997,5.768145561218262
