cost,incumbents,operation_time
120,-0.04912562517808683,0.0
121,0.9607673631714209,4.679473161697388
131,2.9053070545196533,4.328773260116577
132,2.9053070545196533,4.549290418624878
142,2.9053070545196533,4.331273555755615
152,2.9053070545196533,4.468696117401123
162,2.9053070545196533,4.403387784957886
172,2.9053070545196533,4.536834001541138
173,2.9053070545196533,4.443265199661255
183,2.9053070545196533,4.555881977081299
184,2.9053070545196533,4.396483898162842
