cost,SR,IR,rmse,max_value,operation_time
17.92481250360578,36.072162690714386,40.00661240456241,14.91840634065903,12.427692350789522,0.503598690032959
18.92481250360578,36.072162690714386,39.144231916675196,19.382784615097894,12.427692350789522,0.49872779846191406
19.92481250360578,36.072162690714386,40.287794399057105,11.304702488894678,12.427692350789522,0.5070223808288574
20.92481250360578,36.072162690714386,44.26891669203801,11.300384618768003,12.427692350789522,0.5000393390655518
22.509775004326933,36.072162690714386,38.571419656138936,11.445076604091739,12.427692350789522,0.515606164932251
24.094737505048087,36.072162690714386,39.666713709222535,11.34759025449725,12.427692350789522,0.5052721500396729
25.094737505048087,22.38037491668491,40.330855863718504,11.31080068437411,26.119480124818995,0.507286787033081
26.094737505048087,22.38037491668491,30.461693910418425,17.49816249104663,26.119480124818995,0.510662317276001
27.094737505048087,22.38037491668491,30.60008207606316,17.95478588216789,26.119480124818995,0.506460428237915
28.67970000576924,22.38037491668491,30.854480488744542,18.500152982893162,26.119480124818995,0.5229377746582031
30.264662506490396,22.38037491668491,30.36334360273611,17.84855464477677,26.119480124818995,0.5133306980133057
31.264662506490396,22.38037491668491,31.00193206944804,19.69460406907058,26.119480124818995,0.5117709636688232
32.84962500721155,22.38037491668491,32.06537316607252,21.65087005106838,26.119480124818995,0.5126981735229492
33.84962500721155,22.38037491668491,32.46039162439678,22.41531259185905,26.119480124818995,0.5153279304504395
34.84962500721155,22.38037491668491,33.092289352022,23.89469534822142,26.119480124818995,0.5141797065734863
36.434587507932704,22.38037491668491,33.10755609188536,23.93157712997369,26.119480124818995,0.5194501876831055
37.434587507932704,22.38037491668491,33.125058074870616,23.97118199783101,26.119480124818995,0.5359396934509277
38.434587507932704,22.38037491668491,33.211123472720196,24.18098491573949,26.119480124818995,0.5159273147583008
39.434587507932704,22.38037491668491,32.94883140980207,23.507585062354664,26.119480124818995,0.5232839584350586
40.434587507932704,22.38037491668491,32.952738504151725,23.52246626653998,26.119480124818995,0.5266647338867188
41.434587507932704,22.38037491668491,33.087432349246114,23.84777137087662,26.119480124818995,0.5326714515686035
42.434587507932704,22.38037491668491,33.07669459414752,23.813010761113524,26.119480124818995,0.5300776958465576
43.434587507932704,22.38037491668491,33.08871563780012,23.843530105500435,26.119480124818995,0.5416431427001953
44.434587507932704,22.38037491668491,33.09062008767657,23.84892034426326,26.119480124818995,0.5376801490783691
46.01955000865386,22.38037491668491,33.919705470195595,24.517759256956,26.119480124818995,0.5289039611816406
47.01955000865386,22.38037491668491,34.1214540186988,25.28983096312296,26.119480124818995,0.5380570888519287
48.60451250937501,22.38037491668491,34.131339794949014,25.310918478605462,26.119480124818995,0.5383825302124023
49.60451250937501,22.38037491668491,34.15106671321418,25.38729928905231,26.119480124818995,0.5380587577819824
50.60451250937501,22.38037491668491,34.15702613188731,25.411423821425707,26.119480124818995,0.5362508296966553
51.60451250937501,22.38037491668491,34.16126018776215,25.4286112283773,26.119480124818995,0.5419573783874512
53.18947501009617,22.38037491668491,32.671145176583366,23.78131217053451,26.119480124818995,0.5451984405517578
54.18947501009617,22.38037491668491,32.65828006547885,23.31348839321775,26.119480124818995,0.5500049591064453
55.18947501009617,22.38037491668491,32.658719422170236,23.32798537956351,26.119480124818995,0.5551660060882568
56.18947501009617,22.38037491668491,32.65894586951289,23.336451579459315,26.119480124818995,0.5587234497070312
57.18947501009617,22.38037491668491,32.65914207696278,23.343601956274103,26.119480124818995,0.5634479522705078
58.18947501009617,22.38037491668491,32.65917361061158,23.34353369116765,26.119480124818995,0.5562407970428467
59.18947501009617,22.38037491668491,32.65914416696374,23.341359842852377,26.119480124818995,0.5627865791320801
60.18947501009617,22.38037491668491,32.65676704247119,23.23925148254992,26.119480124818995,0.5654571056365967
61.18947501009617,22.38037491668491,32.65699999696896,23.248064307130328,26.119480124818995,0.5691864490509033
62.18947501009617,22.38037491668491,32.657036710496094,23.248762987621358,26.119480124818995,0.577460765838623
63.18947501009617,22.38037491668491,32.66123278893613,23.438695258790904,26.119480124818995,0.5828289985656738
64.18947501009617,22.38037491668491,32.66302728181473,23.54970591359044,26.119480124818995,0.5738723278045654
65.18947501009617,22.38037491668491,32.66367281316472,23.57448753190991,26.119480124818995,0.5903148651123047
66.18947501009617,22.38037491668491,32.66387198396838,23.58121446137238,26.119480124818995,0.584437370300293
67.18947501009617,22.38037491668491,32.66384038899132,23.5792400452696,26.119480124818995,0.6082735061645508
68.18947501009617,22.38037491668491,32.66414199302416,23.589878353215468,26.119480124818995,0.5981459617614746
69.18947501009617,22.38037491668491,32.66435599719304,23.597149942586444,26.119480124818995,0.5961089134216309
70.18947501009617,22.38037491668491,32.66452440586779,23.602741973454435,26.119480124818995,0.5967679023742676
71.77443751081734,22.38037491668491,32.66523883116949,23.605104419961716,26.119480124818995,0.6125450134277344
72.77443751081734,22.38037491668491,32.6659694847195,23.632700125356614,26.119480124818995,0.5976567268371582
73.77443751081734,22.38037491668491,32.66695474582604,23.6692159527792,26.119480124818995,0.6075270175933838
74.77443751081734,22.38037491668491,32.6678534035224,23.701308078909854,26.119480124818995,0.6003429889678955
75.77443751081734,22.38037491668491,32.6680285571217,23.70715188619172,26.119480124818995,0.614903450012207
76.77443751081734,22.38037491668491,32.66819939588182,23.712749752609987,26.119480124818995,0.6115217208862305
77.77443751081734,22.38037491668491,32.668572491660235,23.725560352592197,26.119480124818995,0.6139514446258545
78.77443751081734,22.38037491668491,32.66866610769013,23.728521912500522,26.119480124818995,0.6157150268554688
80.3594000115385,22.38037491668491,32.80870161774851,24.13021419613692,26.119480124818995,0.6255061626434326
81.3594000115385,22.38037491668491,32.809791161531706,24.280281640047825,26.119480124818995,0.6379737854003906
82.3594000115385,22.38037491668491,32.80982561373041,24.285029826505376,26.119480124818995,0.6318056583404541
83.3594000115385,22.38037491668491,32.8098579223205,24.289102427483744,26.119480124818995,0.6454102993011475
84.3594000115385,22.38037491668491,32.80992132135911,24.297602020869796,26.119480124818995,0.635796070098877
85.3594000115385,22.38037491668491,32.809967237282535,24.303608872178444,26.119480124818995,0.6480395793914795
86.3594000115385,22.38037491668491,32.809689142318014,24.263051510398714,26.119480124818995,0.6397125720977783
87.3594000115385,22.38037491668491,32.80971436345659,24.26610830331823,26.119480124818995,0.6503238677978516
88.94436251225966,22.38037491668491,32.809789524605804,24.26849096615785,26.119480124818995,0.6580631732940674
89.94436251225966,22.38037491668491,32.80984198330351,24.27598932520639,26.119480124818995,0.6591064929962158
90.94436251225966,22.38037491668491,32.80987387029375,24.280138635471175,26.119480124818995,0.6513166427612305
91.94436251225966,22.38037491668491,32.80985465618437,24.276866361822247,26.119480124818995,0.6857414245605469
92.94436251225966,22.38037491668491,32.80990617363877,24.2838995632614,26.119480124818995,0.6681780815124512
93.94436251225966,22.38037491668491,32.80989749996824,24.29245065114168,26.119480124818995,0.6616036891937256
94.94436251225966,22.38037491668491,32.80983256859764,24.281019860881404,26.119480124818995,0.6771697998046875
95.94436251225966,22.38037491668491,32.8098709148012,24.286080181227497,26.119480124818995,0.6825766563415527
97.52932501298082,22.38037491668491,32.810226594883034,24.31952959981755,26.119480124818995,0.6793012619018555
98.52932501298082,22.38037491668491,32.81038213829743,24.341801898894943,26.119480124818995,0.6838362216949463
99.52932501298082,22.38037491668491,32.81033193379642,24.334941668841818,26.119480124818995,0.6846084594726562
101.11428751370198,22.38037491668491,32.809985901366474,24.31014700201695,26.119480124818995,0.7032928466796875
102.11428751370198,22.38037491668491,32.810239612232685,24.351461729759766,26.119480124818995,0.7042279243469238
