cost,SR,IR,rmse,r2,max_value,operation_time
17.339850002884624,1.7667116231812017,18.6920636839872,20.81036445280141,-1.2551190356011492,46.428639023791455,1.6047782897949219
18.339850002884624,1.7667116231812017,12.08092978719128,11.227972484762365,0.34353318338846794,46.428639023791455,1.640047550201416
19.339850002884624,1.7667116231812017,12.073546520103186,10.356679898065256,0.44146395500303726,46.428639023791455,1.0677580833435059
20.92481250360578,1.7667116231812017,12.073827079798328,10.236090865359813,0.4543949723768038,46.428639023791455,1.6365020275115967
22.509775004326936,1.7667116231812017,11.858133522621934,10.325140941041987,0.4448605690213785,46.428639023791455,1.6183655261993408
24.094737505048094,1.7667116231812017,11.624496453921978,10.3605028882082,0.44105153096057415,46.428639023791455,1.655653476715088
25.094737505048094,1.7667116231812017,11.773630134381982,11.99751184675768,0.25046403994522004,46.428639023791455,1.6312475204467773
26.094737505048094,1.7667116231812017,11.775570241413426,11.965267386037919,0.2544875250994716,46.428639023791455,1.6337170600891113
27.67970000576925,1.7667116231812017,11.777885864122794,11.966716737073877,0.254306906533431,46.428639023791455,1.636340856552124
28.67970000576925,1.7667116231812017,11.684011786338537,12.083338440906365,0.23970177212903743,46.428639023791455,1.6496613025665283
29.67970000576925,1.7667116231812017,11.65479094221493,12.097999442438441,0.23785567705581878,46.428639023791455,1.6293761730194092
30.67970000576925,1.7667116231812017,11.660852027798597,12.095773828122033,0.23813606776002405,46.428639023791455,1.6417756080627441
32.2646625064904,1.7667116231812017,11.66513036787125,12.093528869875954,0.2384188432189357,46.428639023791455,1.680950403213501
33.2646625064904,1.7667116231812017,11.564802084757744,12.20036045748659,0.22490413014352306,46.428639023791455,1.6850042343139648
34.84962500721156,1.7667116231812017,11.578978661566765,12.192639749610157,0.22588482170601254,46.428639023791455,1.6316606998443604
35.84962500721156,1.7667116231812017,11.43881027600002,12.261609163233087,0.21710226503597407,46.428639023791455,1.7151706218719482
37.43458750793272,1.7667116231812017,11.39098364941718,12.290110218066129,0.2134584783555813,46.428639023791455,1.6210501194000244
39.01955000865387,1.7667116231812017,11.393928038210525,12.287301043529798,0.21381799993131945,46.428639023791455,1.6408286094665527
40.60451250937503,1.7667116231812017,11.370141610150306,12.296982771268775,0.21257857415094983,46.428639023791455,1.6740007400512695
42.18947501009619,1.7667116231812017,11.260448863799773,12.339137216398663,0.2071707098363571,46.428639023791455,1.6512930393218994
43.18947501009619,1.7667116231812017,11.248029075544643,12.350298422183975,0.2057357743465521,46.428639023791455,1.640711784362793
44.77443751081734,1.7667116231812017,11.268782635046655,12.3388999624819,0.20720119819915406,46.428639023791455,1.6449790000915527
45.77443751081734,1.7667116231812017,11.559781762615678,12.171648647454461,0.22854799282501415,46.428639023791455,1.6670289039611816
47.3594000115385,1.7667116231812017,11.465018952413033,12.21776720715239,0.22269083086580732,46.428639023791455,1.6643049716949463
48.3594000115385,1.7667116231812017,11.461197816109653,12.174191296852179,0.22822564752576935,46.428639023791455,1.662440299987793
49.3594000115385,1.7667116231812017,11.465052736050588,12.174454189485528,0.22819231537620865,46.428639023791455,1.6883161067962646
50.94436251225965,1.7667116231812017,11.473958540963928,12.169845658089363,0.2287765266557641,46.428639023791455,1.6393768787384033
51.94436251225965,1.7667116231812017,11.46800735660166,12.169344746091022,0.2288400126114074,46.428639023791455,1.6456849575042725
53.529325012980806,1.7667116231812017,11.467167482600196,12.169742413537,0.22878961216017568,46.428639023791455,1.6658320426940918
54.529325012980806,1.7667116231812017,11.467963923150847,12.168523728207756,0.22894406337110085,46.428639023791455,1.6628422737121582
55.529325012980806,1.7667116231812017,11.465627721216762,12.169788753498638,0.22878373891707593,46.428639023791455,1.6828243732452393
56.529325012980806,1.7667116231812017,11.466220556328445,12.16960523708262,0.22880699811737193,46.428639023791455,1.677534580230713
57.529325012980806,1.7667116231812017,11.466745700536627,12.169451592823224,0.2288264709971145,46.428639023791455,1.6617212295532227
58.529325012980806,1.7667116231812017,11.466789716108956,12.167434419208732,0.22908210486161162,46.428639023791455,1.6798322200775146
59.529325012980806,1.7667116231812017,11.470385319344444,12.165808909172165,0.2292880728621598,46.428639023791455,1.6776397228240967
60.529325012980806,1.7667116231812017,11.470620951813686,12.165765862836787,0.22929352687934001,46.428639023791455,1.6675975322723389
61.529325012980806,1.7667116231812017,11.470760252489583,12.168492039875195,0.22894807921487526,46.428639023791455,1.6554803848266602
63.11428751370197,1.7667116231812017,11.465755023327475,12.17242629645466,0.22844941323831636,46.428639023791455,1.6797356605529785
64.11428751370197,1.7667116231812017,11.450116333295739,12.179840722455193,0.22750919855156748,46.428639023791455,1.6915678977966309
65.69925001442311,1.7667116231812017,11.456359356340037,12.176781432329248,0.22789721293298404,46.428639023791455,1.7032787799835205
66.69925001442311,1.7667116231812017,11.450370050321084,12.17849054029593,0.22768045620782307,46.428639023791455,1.7102715969085693
67.69925001442311,1.7667116231812017,11.448372781842004,12.179465910034459,0.2275567418156974,46.428639023791455,1.6809842586517334
69.28421251514428,1.7667116231812017,11.449454950976367,12.17895228427688,0.22762189054896864,46.428639023791455,1.65460205078125
70.86917501586544,1.7667116231812017,11.333194027302895,12.18717569427739,0.22657849600032876,46.428639023791455,1.677354097366333
71.86917501586544,1.7667116231812017,10.761982216505878,12.543755203464272,0.1806579603318711,46.428639023791455,1.720207929611206
73.4541375165866,1.7667116231812017,11.8522781873464,11.994394176331802,0.2508535377852247,46.428639023791455,1.6875550746917725
75.03910001730775,1.7667116231812017,11.776034455769171,12.03063694190783,0.24631939296311522,46.428639023791455,1.7132654190063477
76.6240625180289,1.7667116231812017,12.553919170087013,11.75804525685409,0.2800864403615885,46.428639023791455,1.6795082092285156
78.20902501875005,1.7667116231812017,12.78797171150051,11.67834060093762,0.28981356385497403,46.428639023791455,1.711153507232666
79.79398751947122,1.7667116231812017,13.460186989068632,11.455822219028454,0.31661942599734605,46.428639023791455,1.7015297412872314
81.37895002019238,1.7667116231812017,13.465533373342033,11.454038547669137,0.31683221412213525,46.428639023791455,1.6976752281188965
82.96391252091352,1.7667116231812017,13.474809243382929,11.450917268407284,0.31720449624688085,46.428639023791455,1.6791291236877441
84.54887502163469,1.7667116231812017,11.74247162164152,12.041626513103095,0.2449418416869532,46.428639023791455,1.6898088455200195
86.13383752235583,1.7667116231812017,12.294277463148006,11.849886715782949,0.26879610563414624,46.428639023791455,1.714005708694458
87.718800023077,1.7667116231812017,11.821496941871686,12.013897288947348,0.24841530435200343,46.428639023791455,1.7533280849456787
89.30376252379816,1.7667116231812017,11.945788697974024,11.970322740788472,0.2538574303293476,46.428639023791455,1.6921217441558838
90.8887250245193,1.7667116231812017,11.927881142469253,11.976568409160793,0.253078608421493,46.428639023791455,1.7987911701202393
92.47368752524046,1.7667116231812017,12.145917003993823,11.899989167024057,0.26259983444445967,46.428639023791455,1.6863110065460205
94.05865002596161,1.7667116231812017,12.06641950961371,11.92769576745182,0.25916207733267416,46.428639023791455,1.7210595607757568
95.64361252668277,1.7667116231812017,12.076288586218162,11.925110562845234,0.2594831804352268,46.428639023791455,1.7302255630493164
97.22857502740393,1.7667116231812017,8.445196720825209,13.251113751379629,0.08564496041705716,46.428639023791455,1.6897339820861816
98.8135375281251,1.7667116231812017,12.521611081532072,11.784647080381504,0.27682523885747445,46.428639023791455,1.7269835472106934
100.39850002884624,1.7667116231812017,10.036590256556629,12.638710985197433,0.16820622813205233,46.428639023791455,1.751072883605957
101.9834625295674,1.7667116231812017,11.555370133176297,12.10410897432483,0.23708571160815006,46.428639023791455,1.7281825542449951
103.56842503028855,1.7667116231812017,10.666304088417242,12.411854104751315,0.19779858676024176,46.428639023791455,1.7623789310455322
105.15338753100971,1.7667116231812017,11.59198867415607,12.092506214693557,0.23854763970095294,46.428639023791455,1.7408006191253662
106.73835003173087,1.7667116231812017,10.682286281864563,12.410801642713377,0.19793462618376212,46.428639023791455,1.7489657402038574
108.32331253245202,1.7667116231812017,11.469324548087563,12.134621103998045,0.23323454344667394,46.428639023791455,1.7196924686431885
109.90827503317318,1.7667116231812017,11.173354842682194,12.237440979107612,0.2201854768841348,46.428639023791455,1.731949806213379
111.49323753389433,1.7667116231812017,12.514190276331313,11.78384498103415,0.2769236785069117,46.428639023791455,1.7587430477142334
113.07820003461549,1.7667116231812017,11.974583454050986,11.962708588416989,0.2548063498297196,46.428639023791455,1.76651930809021
114.66316253533665,1.7667116231812017,12.198308450853354,11.887973276425841,0.26408824694352895,46.428639023791455,1.7431089878082275
116.2481250360578,1.7667116231812017,12.078403606980537,11.927930523511012,0.25913291530404925,46.428639023791455,1.6964740753173828
117.83308753677896,1.7667116231812017,12.131115955644326,11.910336447877858,0.26131690825609266,46.428639023791455,1.7516109943389893
119.41805003750011,1.7667116231812017,12.102657125417444,11.919830513619228,0.2601387885550792,46.428639023791455,1.7472221851348877
121.00301253822127,1.7667116231812017,12.118072405214384,11.914687277485843,0.26077712983852974,46.428639023791455,1.7373120784759521
122.58797503894243,1.7667116231812017,13.646935835849824,11.416502134038867,0.3213025412683417,46.428639023791455,1.7762260437011719
124.17293753966358,1.7667116231812017,12.945905607994689,11.638548301977865,0.29464503881346393,46.428639023791455,1.846463680267334
125.75790004038474,1.7667116231812017,13.229055088553793,11.547767978797719,0.3056056198895136,46.428639023791455,1.758249282836914
127.3428625411059,1.7667116231812017,13.051517882023745,11.604530517313396,0.2987623129230882,46.428639023791455,1.701974868774414
128.92782504182705,1.7667116231812017,13.220295811991662,11.549388342034641,0.3054107337316735,46.428639023791455,1.7298588752746582
130.5127875425482,1.7667116231812017,13.174460349128466,11.563652163653169,0.3036939994564881,46.428639023791455,1.7624995708465576
132.09775004326937,1.7667116231812017,13.131214441168048,11.577517458999498,0.30202319921502796,46.428639023791455,1.7885143756866455
133.68271254399053,1.7667116231812017,13.142137752625231,11.57402730507616,0.302443959415731,46.428639023791455,1.7711424827575684
135.26767504471167,1.7667116231812017,13.147846985234857,11.572165024212115,0.30266841728548255,46.428639023791455,1.7414741516113281
136.85263754543283,1.7667116231812017,13.158052744958091,11.568979914751402,0.3030522299520506,46.428639023791455,1.7163381576538086
138.437600046154,1.7667116231812017,13.118899236181846,11.581547747936204,0.3015371644812217,46.428639023791455,1.7610383033752441
140.02256254687515,1.7667116231812017,13.166884881821133,11.56597257142577,0.30341452443585626,46.428639023791455,1.7962830066680908
141.6075250475963,1.7667116231812017,13.130405508207645,11.577689845768997,0.3020024136084273,46.428639023791455,1.7342655658721924
143.19248754831744,1.7667116231812017,13.215458401746801,11.549878391645654,0.3053517885458278,46.428639023791455,1.7267377376556396
144.7774500490386,1.7667116231812017,13.20471737752628,11.55330471807199,0.3049395860141757,46.428639023791455,1.7321994304656982
146.36241254975977,1.7667116231812017,13.22266810791767,11.547616696728682,0.30562381366178915,46.428639023791455,1.791935920715332
147.94737505048093,1.7667116231812017,13.191775037978736,11.55750583090191,0.3044340063212928,46.428639023791455,1.838526725769043
149.5323375512021,1.7667116231812017,13.1409256792261,11.573814773109806,0.30246957739499913,46.428639023791455,1.7907040119171143
151.11730005192322,1.7667116231812017,13.743014685259688,11.380851300734196,0.32553472210641743,46.428639023791455,1.787647008895874
