cost,SR,data,y,operation_time,time
tensor(1.),1.8837556064128878,"[0.2411293908954, -0.7849842365831, 0.2668785210699]",0.3162443935871124,4.38690185546875e-05,3.933906555175781e-05
tensor(4.),1.6338095784187319,"[-0.3873949125409, 0.5572137143463, 0.5327035477385]",0.5661904215812683,3.600120544433594e-05,2.5033950805664062e-05
tensor(10.),1.134155583381653,"[0.9493397977203, -0.3294044602662, 0.8018118236214]",1.0658444166183472,3.504753112792969e-05,2.47955322265625e-05
tensor(11.),1.134155583381653,"[-0.6779952738434, 0.0703571457416, 0.0051106689498]",0.17949479818344116,3.314018249511719e-05,2.8848648071289062e-05
tensor(12.),0.635049891471863,"[0.7443916834891, 0.7567376065999, 0.188362441957]",1.5649501085281372,3.504753112792969e-05,3.409385681152344e-05
tensor(21.),0.635049891471863,"[-0.8750994168222, -0.5308949071914, 0.985197157599]",0.07182703912258148,3.314018249511719e-05,3.910064697265625e-05
tensor(26.),0.635049891471863,"[0.4381902907044, 0.3637531753629, 0.7232843525708]",0.8141352534294128,3.361701965332031e-05,4.601478576660156e-05
tensor(28.),0.635049891471863,"[-0.1825529839844, -0.106687149033, 0.4575851680711]",0.1287337988615036,3.1948089599609375e-05,5.125999450683594e-05
tensor(30.),0.635049891471863,"[0.8005146756768, 0.4629319999367, 0.3993627736345]",1.3102883100509644,3.314018249511719e-05,5.507469177246094e-05
tensor(34.),0.635049891471863,"[-0.5721502527595, -0.1907274071127, 0.6648220643401]",0.05142759159207344,3.409385681152344e-05,6.103515625e-05
tensor(42.),0.635049891471863,"[0.0090912934393, 0.9146398287266, 0.9342813016847]",1.1311899423599243,3.2901763916015625e-05,6.890296936035156e-05
tensor(43.),0.635049891471863,"[-0.3623844031245, -0.6736584436148, 0.1372134573758]",0.025547651574015617,3.1948089599609375e-05,7.176399230957031e-05
tensor(44.),0.635049891471863,"[0.3115894980729, -0.4992600958794, 0.0716247847304]",0.3303389847278595,3.314018249511719e-05,8.392333984375e-05
tensor(51.),0.635049891471863,"[-0.0676672272384, 0.2250780295581, 0.8685820456594]",0.35732489824295044,3.3855438232421875e-05,8.702278137207031e-05
tensor(55.),0.635049891471863,"[0.5057543162256, -0.8883191142231, 0.6065624235198]",0.5821666717529297,3.0994415283203125e-05,9.107589721679688e-05
tensor(57.),0.635049891471863,"[-0.8747545834631, 0.6454137209803, 0.3409848306328]",0.7272067070007324,3.2901763916015625e-05,9.679794311523438e-05
tensor(59.),0.635049891471863,"[0.5892226919532, -0.1312338989228, 0.3735214127228]",0.6621972322463989,3.314018249511719e-05,0.0001010894775390625
tensor(62.),0.635049891471863,"[-0.7822530046105, 0.4054221939296, 0.5764540154487]",0.45072805881500244,3.2901763916015625e-05,0.0001049041748046875
tensor(68.),0.635049891471863,"[0.3453677501529, -0.7392564211041, 0.8381150877103]",0.3869451582431793,3.3855438232421875e-05,0.00011205673217773438
