cost,SR,operation_time,time
0.0,0.033,10.385944366455078,10.385944366455078
2.0,0.49368286895751956,0.0009243488311767578,0.0007045269012451172
7.0,0.08914735186100006,0.0005784034729003906,0.0005810260772705078
13.0,0.0019173400402069107,0.0006768703460693359,0.0005943775177001953
14.0,0.0019173400402069107,0.002434968948364258,0.0011157989501953125
15.0,0.0019173400402069107,0.00043845176696777344,0.0006988048553466797
22.0,0.0019173400402069107,0.000553131103515625,0.0004906654357910156
25.0,0.0019173400402069107,0.0006310939788818359,0.0005714893341064453
27.0,0.0019173400402069107,0.0006372928619384766,0.001154184341430664
28.0,0.0019173400402069107,0.0005588531494140625,0.00086212158203125
31.0,0.0019173400402069107,0.0005507469177246094,0.0012705326080322266
40.0,0.0019173400402069107,0.0005662441253662109,0.0012738704681396484
41.0,0.0019173400402069107,0.0006833076477050781,0.0018606185913085938
42.0,0.0019173400402069107,0.0005273818969726562,0.0010228157043457031
49.0,0.0019173400402069107,0.0005691051483154297,0.001062154769897461
53.0,0.0019173400402069107,0.0004124641418457031,0.0013282299041748047
55.0,0.0019173400402069107,0.0004119873046875,0.0011191368103027344
57.0,0.0019173400402069107,0.0005552768707275391,0.0015780925750732422
61.0,0.0019173400402069107,0.00042939186096191406,0.0018994808197021484
67.0,0.0019173400402069107,0.0005583763122558594,0.0021049976348876953
68.0,0.0019173400402069107,0.00042247772216796875,0.0019326210021972656
69.0,0.0019173400402069107,0.0005905628204345703,0.0022292137145996094
77.0,0.0019173400402069107,0.0006318092346191406,0.0020291805267333984
79.0,0.0019173400402069107,0.0005035400390625,0.0024013519287109375
80.0,0.0019173400402069107,0.0006170272827148438,0.0020475387573242188
81.0,0.0019173400402069107,0.0005922317504882812,0.0018925666809082031
82.0,0.0019173400402069107,0.00041794776916503906,0.0019674301147460938
83.0,0.0019173400402069107,0.0004792213439941406,0.001453399658203125
84.0,0.0019173400402069107,0.001428365707397461,0.001589059829711914
85.0,0.0019173400402069107,0.0004012584686279297,0.001504659652709961
86.0,0.0019173400402069107,0.0007004737854003906,0.001615285873413086
87.0,0.0019173400402069107,0.0007305145263671875,0.0020847320556640625
88.0,0.0019173400402069107,0.0007107257843017578,0.0018203258514404297
89.0,0.0019173400402069107,0.0004975795745849609,0.0017371177673339844
