wallclocktime,mse
9.559308290481567,0.06281647650492687
10.76424765586853,0.06139586242592554
12.339524030685425,0.06139586242592554
14.167288303375244,0.06139586242592554
15.419950723648071,0.06139586242592554
17.966479778289795,0.06139586242592554
19.327024936676025,0.06139586242592554
20.480406045913696,0.05970933771889442
21.531715869903564,0.05970933771889442
22.63124680519104,0.05970933771889442
23.858149528503418,0.05970933771889442
25.166258096694946,0.05970933771889442
26.378650903701782,0.05970933771889442
27.56647491455078,0.05970933771889442
28.912238359451294,0.05970933771889442
30.335843801498413,0.05970933771889442
32.28890585899353,0.05970933771889442
34.131380558013916,0.05970933771889442
35.662834882736206,0.05970933771889442
38.03859305381775,0.05970933771889442
39.32701539993286,0.05970933771889442
41.30571532249451,0.05970933771889442
43.33263063430786,0.05970933771889442
44.897016525268555,0.05970933771889442
46.98042893409729,0.05970933771889442
48.924346923828125,0.05970933771889442
51.229562282562256,0.05970933771889442
52.76191759109497,0.05970933771889442
55.01197385787964,0.05951948087038101
57.19021463394165,0.05951948087038101
59.771970987319946,0.05951948087038101
62.07329058647156,0.05951948087038101
65.02927374839783,0.05951948087038101
68.13597249984741,0.05951948087038101
71.68446826934814,0.05951948087038101
74.44664359092712,0.05951948087038101
76.02024745941162,0.05951948087038101
78.99460768699646,0.05951948087038101
81.16001653671265,0.05951948087038101
84.22989964485168,0.05951948087038101
85.83663654327393,0.05951948087038101
87.69073176383972,0.05951948087038101
89.80976676940918,0.05951948087038101
91.37190198898315,0.05951948087038101
93.10258197784424,0.05951948087038101
94.94570565223694,0.05951948087038101
97.15174794197083,0.05951948087038101
99.72697591781616,0.05951948087038101
102.86609482765198,0.05951948087038101
106.02939319610596,0.05951948087038101
108.43220114707947,0.05951948087038101
111.05115818977356,0.05951948087038101
113.08094215393066,0.05951948087038101
115.90098834037781,0.05951948087038101
118.6774513721466,0.05951948087038101
121.0165855884552,0.05951948087038101
123.69694018363953,0.05951948087038101
125.51308798789978,0.05951948087038101
128.05418395996094,0.05951948087038101
130.67746663093567,0.05951948087038101
133.67148566246033,0.05951948087038101
135.89444279670715,0.05951948087038101
139.16846132278442,0.05951948087038101
140.76381635665894,0.05951948087038101
143.66861534118652,0.05951948087038101
145.27818942070007,0.05951948087038101
147.21311259269714,0.05951948087038101
151.60278058052063,0.05951948087038101
153.84739351272583,0.05951948087038101
156.54308462142944,0.05951948087038101
159.75572443008423,0.05951948087038101
161.2838306427002,0.05951948087038101
163.8699882030487,0.05951948087038101
166.46735334396362,0.05951948087038101
168.40346503257751,0.05951948087038101
171.6261270046234,0.05951948087038101
175.01167035102844,0.05951948087038101
177.55779671669006,0.05951948087038101
180.93601393699646,0.05951948087038101
182.77018213272095,0.05951948087038101
184.64581966400146,0.05951948087038101
188.09936571121216,0.05951948087038101
191.13103032112122,0.05951948087038101
193.16499972343445,0.05951948087038101
195.22544860839844,0.05951948087038101
197.09063076972961,0.05951948087038101
198.6238830089569,0.05951948087038101
200.04160833358765,0.05951948087038101
201.803884267807,0.05951948087038101
204.32544350624084,0.05951948087038101
206.86904621124268,0.05951948087038101
