mse,wallclocktime,operation_time
0.06446044293603805,26.70932412147522,0.08617949485778809
0.06446044293603805,26.98839020729065,0.22185659408569336
0.05902304808391581,27.336957693099976,0.2630777359008789
0.05902304808391581,27.697795867919922,0.17425036430358887
0.05902304808391581,28.054046392440796,0.14284992218017578
0.05902304808391581,28.335254907608032,0.15836644172668457
0.05902304808391581,28.66482710838318,0.30901551246643066
0.05902304808391581,29.069689989089966,0.0982353687286377
0.05902304808391581,29.560582160949707,0.14248371124267578
0.05902304808391581,29.870606660842896,0.2767519950866699
0.05902304808391581,30.162854433059692,0.180314302444458
0.05902304808391581,30.535330533981323,0.13384628295898438
0.05902304808391581,30.916922330856323,0.2082984447479248
0.05902304808391581,31.296046018600464,0.2634923458099365
0.05902304808391581,31.532320737838745,0.20820832252502441
0.05902304808391581,31.99038600921631,0.06936216354370117
0.05902304808391581,32.33489394187927,0.03923845291137695
0.05902304808391581,32.76349139213562,0.3626575469970703
0.05902304808391581,33.11997985839844,0.24436664581298828
0.05902304808391581,33.420897483825684,0.14941811561584473
0.05902304808391581,33.7831244468689,0.13303661346435547
0.05902304808391581,34.145893573760986,0.23753571510314941
0.05902304808391581,34.574687480926514,0.40084075927734375
0.05902304808391581,34.83402633666992,0.0813596248626709
0.05902304808391581,35.08600854873657,0.06832623481750488
0.05902304808391581,35.329195499420166,0.13332676887512207
0.05902304808391581,35.56976342201233,0.04704689979553223
0.05902304808391581,35.816323041915894,0.22707176208496094
0.05902304808391581,36.07953429222107,0.19725823402404785
0.05902304808391581,36.320069789886475,0.18781709671020508
0.05902304808391581,36.56294894218445,0.17715907096862793
0.05902304808391581,36.82320261001587,0.036329030990600586
0.05902304808391581,37.05717968940735,0.09569334983825684
0.05902304808391581,37.29536771774292,0.10666370391845703
0.05902304808391581,37.53421068191528,0.1050877571105957
0.05902304808391581,37.77223801612854,0.1352686882019043
0.05902304808391581,38.00392961502075,0.1915135383605957
0.05902304808391581,38.23806715011597,0.15711212158203125
0.05902304808391581,38.47163987159729,0.23338103294372559
0.05902304808391581,38.71109890937805,0.13445043563842773
0.05902304808391581,38.95450258255005,0.18263912200927734
0.05902304808391581,39.188525438308716,0.2333517074584961
0.05902304808391581,39.42481851577759,0.22714686393737793
0.05902304808391581,39.852240562438965,0.4155571460723877
0.05902304808391581,40.227049350738525,0.05750250816345215
0.05902304808391581,40.47690463066101,0.12238335609436035
0.05902304808391581,40.71181106567383,0.23116850852966309
0.05902304808391581,40.94280982017517,0.22443437576293945
0.05902304808391581,41.34856820106506,0.3148682117462158
0.05902304808391581,41.6975257396698,0.25891757011413574
0.05902304808391581,41.92939472198486,0.23294925689697266
0.05902304808391581,42.3088915348053,0.21846771240234375
0.05902304808391581,42.54224991798401,0.2353367805480957
0.05902304808391581,42.77674651145935,0.23075342178344727
0.05902304808391581,43.01079344749451,0.23374724388122559
0.05902304808391581,43.241788387298584,0.22605395317077637
0.05902304808391581,43.472368001937866,0.23047137260437012
0.05902304808391581,43.85086226463318,0.3720273971557617
0.05902304808391581,44.22013854980469,0.36026954650878906
0.05902304808391581,44.47260236740112,0.2517573833465576
0.05902304808391581,44.70644688606262,0.23435068130493164
0.05902304808391581,44.93979573249817,0.23297929763793945
0.05902304808391581,45.35430574417114,0.40210485458374023
0.05902304808391581,45.713677406311035,0.05483436584472656
0.05902304808391581,46.01785469055176,0.2884838581085205
0.05902304808391581,46.24838924407959,0.22990918159484863
0.05902304808391581,46.4793758392334,0.23139643669128418
0.05902304808391581,46.833235025405884,0.2934415340423584
0.05902304808391581,47.25784230232239,0.2399611473083496
0.05902304808391581,47.48985433578491,0.23304295539855957
0.05902304808391581,47.72047686576843,0.23168182373046875
0.05902304808391581,47.95371103286743,0.23412752151489258
0.05902304808391581,48.186835289001465,0.23193144798278809
0.05902304808391581,48.41835045814514,0.21113371849060059
0.05902304808391581,48.65035796165466,0.21389532089233398
0.05902304808391581,48.88149094581604,0.22692632675170898
0.05902304808391581,49.11166429519653,0.21851396560668945
0.05902304808391581,49.3427574634552,0.227827787399292
0.05902304808391581,49.57440114021301,0.216874361038208
0.05902304808391581,49.804744720458984,0.18698406219482422
0.05902304808391581,50.03541803359985,0.23218560218811035
0.05902304808391581,50.26556205749512,0.17041921615600586
0.05902304808391581,50.49814534187317,0.23065757751464844
0.05902304808391581,50.73082232475281,0.20748066902160645
0.05902304808391581,50.959829568862915,0.19455432891845703
0.05902304808391581,51.190593004226685,0.18884921073913574
0.05902304808391581,51.420021772384644,0.19692611694335938
0.05902304808391581,51.74601626396179,0.22404766082763672
0.05902304808391581,52.0178120136261,0.1226952075958252
0.05902304808391581,52.24768853187561,0.17459654808044434
0.05902304808391581,52.47634553909302,0.18077349662780762
0.05902304808391581,52.708152294158936,0.19853448867797852
0.05902304808391581,52.93661332130432,0.1974802017211914
0.05902304808391581,53.168771743774414,0.1955552101135254
0.05902304808391581,53.39856219291687,0.1935579776763916
0.05902304808391581,53.629998207092285,0.19173741340637207
0.05902304808391581,54.00027322769165,0.2701888084411621
0.05902304808391581,54.231091260910034,0.1965644359588623
0.05902304808391581,54.46269345283508,0.21347451210021973
0.05902304808391581,54.69705247879028,0.19693303108215332
