cost,SR,data,y,operation_time,time
tensor(1.),1.8837556064128878,"[0.2411293908954, -0.7849842365831, 0.2668785210699]",0.3162443935871124,4.696846008300781e-05,3.886222839355469e-05
tensor(4.),1.6338095784187319,"[-0.3873949125409, 0.5572137143463, 0.5327035477385]",0.5661904215812683,3.814697265625e-05,2.5272369384765625e-05
tensor(10.),1.134155583381653,"[0.9493397977203, -0.3294044602662, 0.8018118236214]",1.0658444166183472,3.600120544433594e-05,2.6941299438476562e-05
tensor(11.),1.134155583381653,"[-0.6779952738434, 0.0703571457416, 0.0051106689498]",0.17949479818344116,3.504753112792969e-05,3.1948089599609375e-05
tensor(12.),0.635049891471863,"[0.7443916834891, 0.7567376065999, 0.188362441957]",1.5649501085281372,3.504753112792969e-05,3.814697265625e-05
tensor(21.),0.635049891471863,"[-0.8750994168222, -0.5308949071914, 0.985197157599]",0.07182703912258148,3.3855438232421875e-05,4.315376281738281e-05
tensor(26.),0.635049891471863,"[0.4381902907044, 0.3637531753629, 0.7232843525708]",0.8141352534294128,3.4809112548828125e-05,5.1021575927734375e-05
tensor(28.),0.635049891471863,"[-0.1825529839844, -0.106687149033, 0.4575851680711]",0.1287337988615036,3.62396240234375e-05,5.1975250244140625e-05
tensor(30.),0.635049891471863,"[0.8005146756768, 0.4629319999367, 0.3993627736345]",1.3102883100509644,3.409385681152344e-05,5.6743621826171875e-05
tensor(34.),0.635049891471863,"[-0.5721502527595, -0.1907274071127, 0.6648220643401]",0.05142759159207344,3.504753112792969e-05,6.318092346191406e-05
tensor(42.),0.635049891471863,"[0.0090912934393, 0.9146398287266, 0.9342813016847]",1.1311899423599243,3.266334533691406e-05,6.794929504394531e-05
tensor(43.),0.635049891471863,"[-0.3623844031245, -0.6736584436148, 0.1372134573758]",0.025547651574015617,3.528594970703125e-05,8.320808410644531e-05
tensor(44.),0.635049891471863,"[0.3115894980729, -0.4992600958794, 0.0716247847304]",0.3303389847278595,3.409385681152344e-05,7.891654968261719e-05
