cost,SR,operation_time
60.0,67.90640808,112.32494258880615
70.0,59.122571609999994,114.154470205307
80.0,42.532603679999994,119.79923892021179
90.0,24.97047666,123.8527181148529
100.0,24.97047666,128.54215574264526
110.0,24.97047666,134.7260012626648
120.0,24.97047666,142.41942739486694
130.0,24.97047666,153.15499639511108
140.0,24.97047666,141.02052879333496
150.0,24.97047666,153.88213777542114
