cost,SR,IR,rmse,max_value,operation_time
60,1.7667116231812017,40.930987755335906,22.445595654505986,46.428639023791455,0.2057962417602539
70,-2.1087607227076006,14.727598304955706,25.78019224645585,50.30411136968026,0.20929527282714844
80,-2.1087607227076006,9.496609358694116,20.029283081747792,50.30411136968026,0.2019975185394287
81,-2.1087607227076006,8.372930319524691,17.337288859147293,50.30411136968026,0.20543909072875977
82,-2.1087607227076006,8.31170643894913,17.21121450701809,50.30411136968026,0.21078896522521973
92,-2.1087607227076006,13.07333921793208,13.542155293126678,50.30411136968026,0.2071547508239746
93,-2.1087607227076006,8.662092746755924,12.311076552738752,50.30411136968026,0.20763945579528809
94,-2.1087607227076006,8.854830054128762,12.373959511198946,50.30411136968026,0.2084028720855713
104,-2.1087607227076006,7.1840995946117445,12.813363270528258,50.30411136968026,0.21028399467468262
105,-2.1087607227076006,7.5615715119357745,13.517657030948884,50.30411136968026,0.21327853202819824
106,-2.1087607227076006,6.799509930756841,12.374412476715998,50.30411136968026,0.21380615234375
107,-2.1087607227076006,6.984183200734648,12.565308054352036,50.30411136968026,0.20947551727294922
117,-2.1087607227076006,7.284372848658869,12.57750909197878,50.30411136968026,0.21586346626281738
127,-2.1087607227076006,7.259113788192977,12.522867403105135,50.30411136968026,0.21260666847229004
137,-2.1087607227076006,3.983375031370599,11.80703429640446,50.30411136968026,0.21309661865234375
138,-2.1087607227076006,3.674966385620266,11.826093095251194,50.30411136968026,0.21831464767456055
148,-2.1087607227076006,3.7545104584599756,12.057431468603907,50.30411136968026,0.2169804573059082
158,-2.1087607227076006,3.8130246097020972,12.092866288241106,50.30411136968026,0.21216154098510742
