cost,SR,IR,max_value,operation_time
32.0,2.6836287392767453,3.393800265821554,11.114195166668079,1.008810043334961
33.0,2.6836287392767453,-1.4532117132482743,11.114195166668079,1.0083873271942139
34.0,2.5294627512807413,-9.999435779481104,11.268361154664083,1.1140596866607666
35.0,2.5294627512807413,-9.400755337578833,11.268361154664083,1.1822149753570557
37.0,2.5294627512807413,-28.459220605080546,11.268361154664083,1.1761932373046875
40.0,2.5294627512807413,-25.479375002273684,11.268361154664083,1.1714773178100586
41.0,2.5294627512807413,-30.23357847061878,11.268361154664083,1.1936266422271729
42.0,2.505071282945451,-30.256206871834323,11.292752622999373,1.1922519207000732
46.0,2.505071282945451,-24.627879084933653,11.292752622999373,1.204641580581665
47.0,0.7954302668111186,-17.0545063420387,13.002393639133706,1.1886684894561768
49.0,0.7954302668111186,-4.497517213026729,13.002393639133706,1.1994569301605225
51.0,0.7954302668111186,-10.804770744941724,13.002393639133706,1.2182719707489014
52.0,0.7954302668111186,-2.9035643080285283,13.002393639133706,1.2344202995300293
54.0,0.7954302668111186,-14.71489905557248,13.002393639133706,1.2341556549072266
55.0,0.7954302668111186,-4.9931588015371275,13.002393639133706,1.244455337524414
57.0,0.7954302668111186,-19.33075496524023,13.002393639133706,1.2478845119476318
59.0,0.7954302668111186,-12.842059837725643,13.002393639133706,1.250455617904663
60.0,0.7954302668111186,-23.398453237603043,13.002393639133706,1.2425904273986816
61.0,0.7954302668111186,-19.69303404996994,13.002393639133706,1.2492539882659912
63.0,0.7954302668111186,-20.2338230534789,13.002393639133706,1.2603518962860107
64.0,0.7954302668111186,-14.077361957089487,13.002393639133706,1.2561368942260742
68.0,0.7954302668111186,-27.920437618104835,13.002393639133706,1.2497920989990234
69.0,0.7954302668111186,-27.634787361047444,13.002393639133706,1.2633867263793945
70.0,0.7954302668111186,-30.38633822568115,13.002393639133706,1.2754242420196533
71.0,0.7954302668111186,-30.665445120614798,13.002393639133706,1.276336908340454
74.0,0.7954302668111186,-28.676354196567594,13.002393639133706,1.2709357738494873
76.0,0.7954302668111186,-26.69177882908128,13.002393639133706,1.2795889377593994
77.0,0.7954302668111186,-25.733275526819163,13.002393639133706,1.2841830253601074
78.0,0.7954302668111186,-29.016949373027387,13.002393639133706,1.2802762985229492
80.0,0.7954302668111186,-30.60645022122022,13.002393639133706,1.2938423156738281
81.0,0.7954302668111186,-23.814435590704164,13.002393639133706,1.2827320098876953
83.0,0.7954302668111186,-29.77787103145733,13.002393639133706,1.331674575805664
87.0,0.7954302668111186,-32.02122635246717,13.002393639133706,1.3380889892578125
88.0,0.7954302668111186,-25.51054611020445,13.002393639133706,1.3259260654449463
89.0,0.7954302668111186,-28.636806943251003,13.002393639133706,1.3359014987945557
91.0,0.7954302668111186,-28.910138447707205,13.002393639133706,1.347165822982788
92.0,0.7954302668111186,-30.47883738179923,13.002393639133706,1.3554370403289795
96.0,0.7954302668111186,-23.519522571098484,13.002393639133706,1.3411099910736084
99.0,0.7954302668111186,-28.93018160775405,13.002393639133706,1.3478796482086182
101.0,0.7954302668111186,-28.601577256032826,13.002393639133706,1.3876631259918213
102.0,0.7954302668111186,-26.03774683059809,13.002393639133706,1.3507494926452637
103.0,0.7954302668111186,-29.456021312029804,13.002393639133706,1.3574237823486328
105.0,0.7954302668111186,-27.040166269815465,13.002393639133706,1.3684606552124023
107.0,0.7954302668111186,-29.777639485414213,13.002393639133706,1.3644468784332275
108.0,0.7954302668111186,-33.263428162371,13.002393639133706,1.384509801864624
109.0,0.007754272386932826,-30.73795588084915,13.790069633557891,1.3706111907958984
112.0,0.007754272386932826,-28.993765594709238,13.790069633557891,1.3762071132659912
116.0,0.007754272386932826,-30.150019543746033,13.790069633557891,1.3804800510406494
118.0,0.007754272386932826,-33.076572949226176,13.790069633557891,1.3882091045379639
119.0,0.007754272386932826,-31.798079684495697,13.790069633557891,1.3914916515350342
120.0,0.007754272386932826,-31.626941776209264,13.790069633557891,1.389648675918579
124.0,0.007754272386932826,-33.31525007736685,13.790069633557891,1.4007384777069092
126.0,0.007754272386932826,-33.31023230595302,13.790069633557891,1.401275873184204
127.0,0.007754272386932826,-31.9638995455257,13.790069633557891,1.4302196502685547
130.0,0.007754272386932826,-27.98148413170874,13.790069633557891,1.4273765087127686
131.0,0.007754272386932826,-34.33573429239316,13.790069633557891,1.4298346042633057
132.0,0.007754272386932826,-32.611460104597626,13.790069633557891,1.4301784038543701
136.0,0.007754272386932826,-32.49613957182137,13.790069633557891,1.4189422130584717
140.0,0.007754272386932826,-36.56552043351612,13.790069633557891,1.425546407699585
141.0,0.007754272386932826,-34.00924806743388,13.790069633557891,1.4442238807678223
143.0,0.007754272386932826,-35.32536771895531,13.790069633557891,1.4406607151031494
144.0,0.007754272386932826,-31.350980816800487,13.790069633557891,1.4490323066711426
146.0,0.007754272386932826,-33.039446289417135,13.790069633557891,1.4345142841339111
148.0,0.007754272386932826,-34.84852882040602,13.790069633557891,1.458470344543457
150.0,0.007754272386932826,-30.181093657843945,13.790069633557891,1.4624309539794922
