cost,SR,operation_time
51.0,0.08146545,267.2373435497284
52.0,0.0457489,264.731573343277
53.0,0.034160460000000004,152.0279664993286
54.0,0.033,201.16902375221252
55.0,0.033,213.9154236316681
56.0,0.033,174.3767955303192
57.0,0.033,189.5243227481842
58.0,0.033,195.72362565994263
59.0,0.033,197.14177346229553
60.0,0.033,197.09569430351257
