cost,SR,operation_time
60.0,0.38521824000000005,162.14811420440674
70.0,0.38521824000000005,166.8330545425415
80.0,0.38521824000000005,191.57912707328796
90.0,0.15644501,175.02504444122314
100.0,0.15644501,204.4574978351593
110.0,0.15644501,181.1372766494751
120.0,0.15644501,196.82005524635315
130.0,0.15644501,230.65191268920898
140.0,0.15644501,201.33153414726257
150.0,0.15644501,203.52112317085266
