cost,incumbents,operation_time
0.0,1.6337011541191515,0.0
24.0,1.6337011541191515,22.910195112228394
27.0,1.6337011541191515,42.56931781768799
30.0,1.6337011541191515,67.08433175086975
34.0,1.6337011541191515,91.81271004676819
37.0,1.6337011541191515,114.97113370895386
41.0,1.6337011541191515,141.29447269439697
45.0,1.6337011541191515,165.93469262123108
49.0,1.6337011541191515,190.5448875427246
53.0,1.6337011541191515,214.7196502685547
56.0,1.6337011541191515,239.35637974739075
60.0,1.6337011541191515,262.9435524940491
64.0,1.6337011541191515,289.08962965011597
67.0,1.6337011541191515,316.02939319610596
70.0,1.6337011541191515,342.04620265960693
73.0,1.6337011541191515,367.3154728412628
77.0,1.6337011541191515,390.40139174461365
80.0,1.6337011541191515,417.1913197040558
83.0,1.6337011541191515,441.64303493499756
86.0,1.6337011541191515,469.47062730789185
89.0,1.6337011541191515,499.0349352359772
92.0,1.6337011541191515,528.3355371952057
96.0,1.6337011541191515,557.7215285301208
99.0,1.6337011541191515,587.5994918346405
103.0,1.6337011541191515,616.7900023460388
106.0,1.6337011541191515,645.2065761089325
109.0,1.6337011541191515,674.7809846401215
112.0,1.6337011541191515,704.450287103653
116.0,1.6337011541191515,733.8254685401917
119.0,1.6337011541191515,762.7777733802795
123.0,1.6337011541191515,791.9437143802643
127.0,1.6337011541191515,821.5042757987976
131.0,1.6337011541191515,851.0011820793152
135.0,1.6337011541191515,879.9351644515991
139.0,1.6337011541191515,909.6654367446899
142.0,1.6337011541191515,939.7015268802643
146.0,1.6337011541191515,969.5754234790802
149.0,1.6337011541191515,1000.442615032196
153.0,1.6337011541191515,1031.434443473816
