cost,incumbents,operation_time
50.0,0.6906220046381061,0.0
59.99848892702608,0.6906220046381061,19.96317219734192
69.96927747783995,0.6906220046381061,37.91516613960266
79.47937497914947,0.6906220046381061,56.750032901763916
89.4134983844403,0.6906220046381061,74.75044822692871
99.02748097092326,0.6906220046381061,93.52205324172974
109.02748097092326,0.6906220046381061,111.48434209823608
117.84660209825023,0.6906220046381061,129.58435797691345
127.6296720294419,0.6906220046381061,147.98273587226868
136.8818968457014,0.6906220046381061,166.85333514213562
145.76603567540857,0.6906220046381061,185.4935622215271
155.1066976618675,0.6906220046381061,204.00197315216064
