cost,SR,operation_time
60.0,0.8161104100000001,168.66919684410095
70.0,0.8161104100000001,190.75337982177734
80.0,0.8161104100000001,190.12731194496155
90.0,0.20405514,186.8633644580841
100.0,0.20405514,203.09553790092468
110.0,0.20405514,206.14644384384155
120.0,0.20405514,221.03570079803467
130.0,0.20405514,215.4884009361267
140.0,0.20405514,199.93847799301147
150.0,0.20405514,215.88667106628418
