cost,SR,IR,rmse,max_value,operation_time
31.0,43.93327461039409,46.92489093075203,21.329927717643525,4.538569109088329,0.4886791706085205
32.0,43.93327461039409,46.16670062217924,20.609044294594433,4.538569109088329,0.5196707248687744
33.0,32.56418186919195,45.83584408905586,18.20291163896838,15.907661850290474,0.50632643699646
34.0,15.060785124676727,45.76566714725537,16.389986270412972,33.411058594805695,0.5232477188110352
35.0,15.060785124676727,45.76383744384505,18.348480751134638,33.411058594805695,0.5039339065551758
36.0,15.060785124676727,45.76402836434265,18.379948527351075,33.411058594805695,0.5589854717254639
37.0,15.060785124676727,45.764012282864826,18.416635825783427,33.411058594805695,0.5163218975067139
38.0,15.060785124676727,45.76401976425301,18.393243193826056,33.411058594805695,0.5060534477233887
39.0,15.060785124676727,45.76411209961189,18.099380585725935,33.411058594805695,0.505901575088501
40.0,15.060785124676727,45.76409491572974,18.107248072353133,33.411058594805695,0.5245630741119385
41.0,15.060785124676727,45.76408445949332,18.132668697948752,33.411058594805695,0.5428245067596436
42.0,15.060785124676727,45.76407634851235,18.14251570990553,33.411058594805695,0.5633347034454346
43.0,15.060785124676727,45.76408023387226,18.24493998265204,33.411058594805695,0.5670204162597656
48.0,15.060785124676727,45.77307093854178,18.100126684607538,33.411058594805695,0.543349027633667
53.0,15.060785124676727,45.776849905751625,18.136061295736674,33.411058594805695,0.5264251232147217
54.0,15.060785124676727,45.77739423786832,18.1479698775167,33.411058594805695,0.5258502960205078
55.0,15.060785124676727,45.777358143676445,18.153209031558887,33.411058594805695,0.5221707820892334
56.0,15.060785124676727,45.77736041727166,18.16488936351583,33.411058594805695,0.5264348983764648
61.0,15.060785124676727,45.77814094815799,18.20590904460087,33.411058594805695,0.5286569595336914
62.0,15.060785124676727,45.77836563381032,18.239349815500493,33.411058594805695,0.5305156707763672
63.0,15.060785124676727,45.77835836110033,18.242304242164547,33.411058594805695,0.5273125171661377
64.0,15.060785124676727,45.778340688291316,18.247505648056794,33.411058594805695,0.5467031002044678
65.0,15.060785124676727,45.77826464198553,18.225728965746832,33.411058594805695,0.5391895771026611
66.0,15.060785124676727,45.77824769176368,18.22969580061415,33.411058594805695,0.5334117412567139
67.0,15.060785124676727,45.7782393439009,18.236123364290364,33.411058594805695,0.5475277900695801
68.0,15.060785124676727,45.778223133159806,18.237635293250776,33.411058594805695,0.5639221668243408
69.0,15.060785124676727,45.778207375187314,18.238814459666784,33.411058594805695,0.5518882274627686
74.0,15.060785124676727,45.77950671365849,18.206223077114313,33.411058594805695,0.6042380332946777
75.0,15.060785124676727,45.77950892533311,18.210291116497572,33.411058594805695,0.547755241394043
76.0,15.060785124676727,45.77950349268696,18.21243636539408,33.411058594805695,0.54947829246521
77.0,15.060785124676727,45.77949046919742,18.21264897580599,33.411058594805695,0.5841634273529053
78.0,15.060785124676727,45.77949251361693,18.219914619280086,33.411058594805695,0.5558192729949951
79.0,15.060785124676727,45.77948186449641,18.220750174464243,33.411058594805695,0.5729179382324219
80.0,15.060785124676727,45.77947430353082,18.22260730654119,33.411058594805695,0.5619521141052246
85.0,15.060785124676727,45.778410939805234,19.579324950117353,33.411058594805695,0.5660710334777832
90.0,15.060785124676727,45.77863013609383,19.246256137006643,33.411058594805695,0.5633652210235596
91.0,15.060785124676727,45.77898087627111,19.265503830704606,33.411058594805695,0.5678014755249023
92.0,15.060785124676727,45.778997050653906,19.272501822128405,33.411058594805695,0.5671501159667969
93.0,15.060785124676727,45.77899654043546,19.275721422454335,33.411058594805695,0.5773921012878418
98.0,15.060785124676727,45.7790096248786,19.270447211752614,33.411058594805695,0.6015667915344238
99.0,15.060785124676727,45.77897453632103,19.268526962792173,33.411058594805695,0.6459875106811523
100.0,15.060785124676727,45.778976089388344,19.27165364700036,33.411058594805695,0.5841081142425537
105.0,15.060785124676727,45.777682587816656,19.347511009612372,33.411058594805695,0.6694574356079102
110.0,15.060785124676727,45.775566671151914,16.914664287673027,33.411058594805695,0.6171491146087646
111.0,15.060785124676727,45.77508862272127,16.783536131636023,33.411058594805695,0.6448791027069092
112.0,15.060785124676727,45.77508643204223,16.78775241171241,33.411058594805695,0.6246802806854248
113.0,15.060785124676727,45.775080722469426,16.788823269104547,33.411058594805695,0.6120707988739014
114.0,15.060785124676727,45.77507437093667,16.788890549932248,33.411058594805695,0.5993270874023438
115.0,15.060785124676727,45.77507078273401,16.790168954822096,33.411058594805695,0.6043658256530762
116.0,15.060785124676727,45.77506544343258,16.79081025535646,33.411058594805695,0.6352982521057129
117.0,15.060785124676727,45.775075757212946,16.801034604266736,33.411058594805695,0.6002662181854248
118.0,15.060785124676727,45.775069278474945,16.800558204037404,33.411058594805695,0.6062476634979248
119.0,15.060785124676727,45.7750662166122,16.802311061548114,33.411058594805695,0.6179707050323486
120.0,15.060785124676727,45.77506192306259,16.802988540090215,33.411058594805695,0.6066625118255615
121.0,15.060785124676727,45.7750586496466,16.80469351354266,33.411058594805695,0.6307997703552246
122.0,15.060785124676727,45.775056811702456,16.80664698721703,33.411058594805695,0.6209452152252197
123.0,15.060785124676727,45.775064681064734,16.813849151423344,33.411058594805695,0.6296331882476807
128.0,15.060785124676727,45.756478475586306,16.810615891664426,33.411058594805695,0.6380789279937744
129.0,15.060785124676727,45.75664891544564,16.808453334857813,33.411058594805695,0.6365242004394531
130.0,15.060785124676727,45.75653205766454,16.810347776340173,33.411058594805695,0.639570951461792
131.0,15.060785124676727,45.756415275035046,16.812300161542957,33.411058594805695,0.6268126964569092
132.0,15.060785124676727,45.75618719839242,16.816050575449946,33.411058594805695,0.6393938064575195
133.0,15.060785124676727,45.756120729297656,16.817125749007854,33.411058594805695,0.6412112712860107
134.0,15.060785124676727,45.75608680552569,16.817659054858506,33.411058594805695,0.6628303527832031
139.0,15.060785124676727,45.75662940488927,16.816614037648762,33.411058594805695,0.6652345657348633
140.0,15.060785124676727,45.75651008320251,16.81900614894157,33.411058594805695,0.6545290946960449
