cost,SR,max_value,operation_time
50.0,33.23047864375195,216.76952135624805,0.0
52.0,33.23047864375195,216.76952135624805,120.61725974082947
55.0,33.23047864375195,216.76952135624805,13.428340196609497
57.0,33.23047864375195,216.76952135624805,11.216576099395752
58.0,33.23047864375195,216.76952135624805,11.057122230529785
59.0,33.23047864375195,216.76952135624805,11.202300310134888
63.0,33.23047864375195,216.76952135624805,13.080825328826904
64.0,33.23047864375195,216.76952135624805,10.950798511505127
66.0,33.23047864375195,216.76952135624805,11.691803932189941
75.0,33.23047864375195,216.76952135624805,15.382591247558594
79.0,33.23047864375195,216.76952135624805,12.318799018859863
86.0,33.23047864375195,216.76952135624805,14.919312715530396
94.0,33.23047864375195,216.76952135624805,16.858124017715454
95.0,33.23047864375195,216.76952135624805,10.877335786819458
102.0,33.23047864375195,216.76952135624805,15.020715713500977
111.0,33.23047864375195,216.76952135624805,15.902143239974976
114.0,33.23047864375195,216.76952135624805,10.783442735671997
119.0,33.23047864375195,216.76952135624805,13.651790618896484
127.0,33.23047864375195,216.76952135624805,15.052104711532593
135.0,31.832162160417738,218.16783783958226,16.40130043029785
141.0,31.832162160417738,218.16783783958226,15.218486785888672
142.0,31.832162160417738,218.16783783958226,12.705799102783203
150.0,31.832162160417738,218.16783783958226,15.827089548110962
152.0,31.832162160417738,218.16783783958226,11.360918283462524
160.0,31.832162160417738,218.16783783958226,17.05875849723816
166.0,31.832162160417738,218.16783783958226,15.70034646987915
171.0,31.832162160417738,218.16783783958226,12.891529560089111
173.0,31.832162160417738,218.16783783958226,13.062409162521362
182.0,31.832162160417738,218.16783783958226,17.212685346603394
183.0,31.832162160417738,218.16783783958226,11.463184833526611
187.0,31.832162160417738,218.16783783958226,12.726362228393555
194.0,31.832162160417738,218.16783783958226,19.121912479400635
197.0,31.832162160417738,218.16783783958226,16.70929527282715
200.0,31.832162160417738,218.16783783958226,18.45363211631775
209.0,30.163438127428577,219.83656187257142,19.589210271835327
211.0,30.163438127428577,219.83656187257142,24.940730810165405
215.0,30.163438127428577,219.83656187257142,24.845008611679077
217.0,30.163438127428577,219.83656187257142,22.456475257873535
225.0,30.163438127428577,219.83656187257142,31.245948553085327
231.0,30.163438127428577,219.83656187257142,41.61564517021179
236.0,30.163438127428577,219.83656187257142,205.7891013622284
240.0,30.163438127428577,219.83656187257142,207.50912165641785
246.0,30.163438127428577,219.83656187257142,19.930072784423828
249.0,30.163438127428577,219.83656187257142,17.371296167373657
253.0,30.163438127428577,219.83656187257142,16.488468885421753
258.0,30.163438127428577,219.83656187257142,16.680145025253296
260.0,30.163438127428577,219.83656187257142,13.422778367996216
267.0,30.163438127428577,219.83656187257142,20.228824615478516
275.0,30.163438127428577,219.83656187257142,20.02068853378296
279.0,30.163438127428577,219.83656187257142,14.925384521484375
285.0,30.163438127428577,219.83656187257142,16.80608820915222
290.0,30.163438127428577,219.83656187257142,16.338135957717896
298.0,30.163438127428577,219.83656187257142,19.777668237686157
301.0,30.163438127428577,219.83656187257142,14.403371572494507
