cost,SR,operation_time,time
0.0,303.5,9.24060320854187,9.24060320854187
2.0,147.30690002441406,0.0019676685333251953,0.0011997222900390625
9.0,147.30690002441406,0.0010571479797363281,0.0018093585968017578
13.0,147.30690002441406,0.0006356239318847656,0.001062154769897461
14.0,147.30690002441406,0.0008790493011474609,0.0009815692901611328
15.0,147.30690002441406,0.0009932518005371094,0.0009734630584716797
18.0,147.30690002441406,0.001146554946899414,0.0006825923919677734
26.0,147.30690002441406,0.0009818077087402344,0.0007970333099365234
28.0,131.35186767578125,0.0014414787292480469,0.0009443759918212891
30.0,131.35186767578125,0.0012013912200927734,0.0008790493011474609
38.0,131.35186767578125,0.0010426044464111328,0.0008027553558349609
41.0,131.35186767578125,0.000997304916381836,0.0008158683776855469
42.0,131.35186767578125,0.0007143020629882812,0.001032114028930664
43.0,131.35186767578125,0.0010366439819335938,0.001058816909790039
48.0,131.35186767578125,0.0035181045532226562,0.0009512901306152344
53.0,125.619384765625,0.001825094223022461,0.002435445785522461
54.0,125.619384765625,0.0009667873382568359,0.0018801689147949219
55.0,125.619384765625,0.0009648799896240234,0.0020265579223632812
61.0,125.619384765625,0.001547098159790039,0.0015039443969726562
66.0,125.619384765625,0.0017125606536865234,0.0011570453643798828
67.0,125.619384765625,0.0013294219970703125,0.0012421607971191406
68.0,125.619384765625,0.0009293556213378906,0.0012090206146240234
71.0,125.619384765625,0.0012633800506591797,0.0012371540069580078
80.0,125.619384765625,0.0007650852203369141,0.0012061595916748047
82.0,125.619384765625,0.0007984638214111328,0.0012462139129638672
84.0,125.619384765625,0.0007755756378173828,0.0013289451599121094
85.0,125.619384765625,0.0007984638214111328,0.001682281494140625
87.0,125.619384765625,0.000614166259765625,0.0028655529022216797
89.0,125.619384765625,0.0008873939514160156,0.0019080638885498047
94.0,97.31022644042969,0.0008709430694580078,0.0017795562744140625
100.0,97.31022644042969,0.0010061264038085938,0.001512289047241211
106.0,95.36820983886719,0.0009446144104003906,0.0015473365783691406
112.0,81.56684875488281,0.0009148120880126953,0.001508951187133789
118.0,81.56684875488281,0.0006716251373291016,0.00159454345703125
124.0,81.56684875488281,0.0006129741668701172,0.0016198158264160156
127.0,81.56684875488281,0.0009298324584960938,0.002103567123413086
129.0,81.56684875488281,0.0009381771087646484,0.0031931400299072266
135.0,81.56684875488281,0.0009832382202148438,0.003050565719604492
